event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_100,60.000,2.833
q1_100,63.487,3.500
face_050,74.679,2.782
q1_050,78.321,3.500
face_025,87.987,2.987
q1_025,91.756,3.500
face_000,98.372,2.269
q1_000,101.474,3.500
face_075,107.218,3.090
q1_075,110.910,3.500
prompt,115.564,5.000
face_050,120.564,2.936
q0_050,124.615,3.500
face_025,135.154,1.500
q0_025,138.154,3.500
face_100,149.128,2.628
q0_100,153.205,3.500
face_000,157.205,1.654
q0_000,159.564,3.500
face_075,166.615,2.218
q0_075,169.744,3.500
prompt,177.667,5.000
face_075,182.667,2.064
q0_075,186.051,3.500
face_100,193.538,1.705
q0_100,196.436,3.500
face_050,205.231,2.167
q0_050,208.282,3.500
face_025,216.423,2.013
q0_025,219.372,3.500
face_000,230.782,1.756
q0_000,233.038,3.500
prompt,239.218,5.000
face_050,244.218,3.295
q1_050,248.679,3.500
face_075,254.205,2.321
q1_075,257.769,3.500
face_000,267.872,1.603
q1_000,270.615,3.500
face_100,274.833,2.372
q1_100,277.936,3.500
face_025,288.256,3.141
q1_025,292.359,3.500
prompt,298.321,5.000
face_025,303.321,1.808
q0_025,306.423,3.500
face_075,313.692,3.038
q0_075,317.256,3.500
face_100,326.269,2.526
q0_100,329.372,3.500
face_000,334.462,2.474
q0_000,337.615,3.500
face_050,349.244,2.885
q0_050,352.679,3.500
prompt,357.115,5.000
face_050,362.115,3.346
q1_050,366.808,3.500
face_025,376.692,3.192
q1_025,381.103,3.500
face_000,388.808,1.962
q1_000,391.397,3.500
face_075,397.795,1.910
q1_075,400.795,3.500
face_100,410.244,3.244
q1_100,414.526,3.500
prompt,426.808,5.000
face_075,431.808,3.397
q1_075,435.962,3.500
face_100,447.808,3.449
q1_100,452.269,3.500
face_025,460.628,2.423
q1_025,464.038,3.500
face_050,469.346,1.859
q1_050,472.628,3.500
face_000,481.859,2.115
q1_000,484.782,3.500
prompt,489.654,5.000
face_000,494.654,2.577
q0_000,498.295,3.500
face_025,510.795,2.731
q0_025,514.897,3.500
face_050,521.731,3.500
q0_050,526.628,3.500
face_075,537.385,1.551
q0_075,540.410,3.500
face_100,548.987,2.679
q0_100,552.936,3.500
