event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_100,60.000,1.500
q1_100,62.231,3.500
face_025,69.936,3.141
q1_025,73.987,3.500
face_000,81.910,3.500
q1_000,86.346,3.500
face_075,98.846,3.397
q1_075,103.308,3.500
face_050,109.269,3.038
q1_050,112.962,3.500
prompt,117.615,5.000
face_025,122.615,1.705
q0_025,125.795,3.500
face_050,132.628,2.782
q0_050,136.526,3.500
face_100,140.526,2.577
q0_100,143.679,3.500
face_075,150.949,3.192
q0_075,154.744,3.500
face_000,159.615,1.910
q0_000,162.154,3.500
prompt,173.564,5.000
face_075,178.564,2.987
q1_075,182.718,3.500
face_025,188.462,2.372
q1_025,192.333,3.500
face_000,199.821,2.115
q1_000,202.462,3.500
face_100,206.679,3.295
q1_100,211.423,3.500
face_050,221.744,2.167
q1_050,225.103,3.500
prompt,233.462,5.000
face_025,238.462,2.064
q0_025,241.359,3.500
face_075,248.410,2.321
q0_075,251.231,3.500
face_100,257.846,2.218
q0_100,261.282,3.500
face_000,266.590,2.628
q0_000,270.641,3.500
face_050,276.167,1.859
q0_050,279.321,3.500
prompt,287.897,5.000
face_000,292.897,1.654
q0_000,295.333,3.500
face_075,305.000,1.756
q0_075,307.744,3.500
face_100,318.936,2.833
q0_100,322.654,3.500
face_025,333.628,3.346
q0_025,337.987,3.500
face_050,346.128,2.526
q0_050,349.333,3.500
prompt,361.615,5.000
face_025,366.615,1.808
q1_025,369.692,3.500
face_100,378.487,2.936
q1_100,382.231,3.500
face_050,394.295,2.885
q1_050,398.269,3.500
face_075,410.115,2.679
q1_075,414.192,3.500
face_000,423.423,2.423
q1_000,426.705,3.500
prompt,438.333,5.000
face_025,443.333,3.090
q0_025,446.974,3.500
face_000,456.859,2.731
q0_000,460.551,3.500
face_075,464.987,2.269
q0_075,468.500,3.500
face_050,477.513,2.474
q0_050,481.359,3.500
face_100,487.756,3.244
q0_100,491.705,3.500
prompt,501.808,5.000
face_025,506.808,1.551
q1_025,509.397,3.500
face_050,515.577,1.962
q1_050,518.859,3.500
face_100,529.615,1.603
q1_100,532.564,3.500
face_000,542.013,3.449
q1_000,546.603,3.500
face_075,551.692,2.013
q1_075,554.462,3.500
