event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_100,60.000,2.833
q0_100,63.923,3.500
face_000,70.974,3.500
q0_000,75.308,3.500
face_075,81.051,2.577
q0_075,85.000,3.500
face_050,95.103,3.038
q0_050,99.487,3.500
face_025,109.154,1.756
q0_025,112.333,3.500
prompt,122.218,5.000
face_075,127.218,2.167
q1_075,130.526,3.500
face_025,134.744,1.705
q1_025,137.103,3.500
face_050,145.462,2.474
q1_050,148.667,3.500
face_000,159.423,2.269
q1_000,162.679,3.500
face_100,171.474,2.372
q1_100,174.346,3.500
prompt,186.410,5.000
face_050,191.410,1.910
q0_050,194.564,3.500
face_100,200.962,2.013
q0_100,203.859,3.500
face_025,207.859,1.859
q0_025,210.526,3.500
face_000,222.808,2.782
q0_000,226.218,3.500
face_075,233.705,3.141
q0_075,238.321,3.500
prompt,246.026,5.000
face_100,251.026,2.526
q1_100,254.872,3.500
face_050,263.885,3.346
q1_050,267.910,3.500
face_000,276.487,1.962
q1_000,279.026,3.500
face_025,288.256,1.500
q1_025,290.359,3.500
face_075,300.679,3.449
q1_075,305.064,3.500
prompt,316.910,5.000
face_100,321.910,3.244
q1_100,326.115,3.500
face_000,335.564,3.295
q1_000,340.359,3.500
face_025,345.231,1.808
q1_025,347.897,3.500
face_075,355.821,2.731
q1_075,359.718,3.500
face_050,365.679,2.115
q1_050,368.705,3.500
prompt,373.795,5.000
face_025,378.795,3.192
q0_025,382.513,3.500
face_000,393.923,2.321
q0_000,396.949,3.500
face_075,403.128,2.064
q0_075,406.410,3.500
face_050,413.679,1.654
q0_050,415.885,3.500
face_100,421.410,3.397
q0_100,426.256,3.500
prompt,430.692,5.000
face_100,435.692,2.679
q0_100,439.385,3.500
face_000,446.000,1.551
q0_000,448.590,3.500
face_075,459.564,2.936
q0_075,463.615,3.500
face_025,475.244,2.628
q0_025,478.628,3.500
face_050,489.167,2.987
q0_050,493.346,3.500
prompt,498.000,5.000
face_025,503.000,1.603
q1_025,505.385,3.500
face_050,510.692,2.885
q1_050,514.872,3.500
face_000,523.013,2.423
q1_000,526.500,3.500
face_075,539.000,2.218
q1_075,542.487,3.500
face_100,553.679,3.090
q1_100,558.167,3.500
