event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_000,60.000,2.269
q0_000,63.179,3.500
face_075,68.051,2.526
q0_075,71.641,3.500
face_025,82.179,2.577
q0_025,85.333,3.500
face_100,92.167,1.551
q0_100,94.474,3.500
face_050,103.487,2.013
q0_050,106.615,3.500
prompt,111.269,5.000
face_050,116.269,3.397
q1_050,120.526,3.500
face_075,132.154,1.808
q1_075,134.615,3.500
face_025,144.936,1.603
q1_025,148.038,3.500
face_100,157.705,2.731
q1_100,161.577,3.500
face_000,167.321,2.885
q1_000,170.756,3.500
prompt,176.936,5.000
face_050,181.936,1.756
q1_050,184.474,3.500
face_000,192.397,3.090
q1_000,196.500,3.500
face_100,202.462,2.833
q1_100,206.667,3.500
face_025,214.808,1.654
q1_025,217.269,3.500
face_075,228.026,2.782
q1_075,231.795,3.500
prompt,240.372,5.000
face_100,245.372,3.038
q0_100,249.808,3.500
face_050,255.115,3.295
q0_050,259.500,3.500
face_075,270.692,3.192
q0_075,274.718,3.500
face_025,283.513,2.628
q0_025,287.410,3.500
face_000,294.026,2.987
q0_000,298.436,3.500
prompt,304.833,5.000
face_050,309.833,3.346
q0_050,314.628,3.500
face_000,326.038,2.218
q0_000,329.500,3.500
face_025,338.731,2.115
q0_025,342.038,3.500
face_100,354.538,2.372
q0_100,358.256,3.500
face_075,367.705,3.449
q0_075,371.782,3.500
prompt,384.064,5.000
face_050,389.064,3.244
q1_050,393.628,3.500
face_075,397.846,1.500
q1_075,400.026,3.500
face_025,412.090,1.910
q1_025,414.885,3.500
face_000,424.769,2.474
q1_000,428.205,3.500
face_100,436.564,1.859
q1_100,439.359,3.500
prompt,443.795,5.000
face_000,448.795,2.064
q1_000,451.897,3.500
face_075,459.385,2.321
q1_075,462.205,3.500
face_025,472.308,1.705
q1_025,475.231,3.500
face_050,482.282,2.167
q1_050,484.974,3.500
face_100,488.974,2.936
q1_100,492.615,3.500
prompt,497.705,5.000
face_050,502.705,2.679
q0_050,506.679,3.500
face_075,518.526,1.962
q0_075,521.090,3.500
face_000,532.064,3.500
q0_000,536.731,3.500
face_025,544.000,3.141
q0_025,547.872,3.500
face_100,553.397,2.423
q0_100,557.295,3.500
