event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_100,60.000,2.115
q0_100,63.333,3.500
face_000,72.564,2.218
q0_000,76.205,3.500
face_075,87.615,2.833
q0_075,91.308,3.500
face_025,102.936,3.192
q0_025,107.244,3.500
face_050,112.115,1.859
q0_050,114.962,3.500
prompt,127.462,5.000
face_100,132.462,3.090
q1_100,136.333,3.500
face_050,146.654,1.551
q1_050,149.603,3.500
face_075,157.744,3.038
q1_075,162.256,3.500
face_000,169.962,2.526
q1_000,173.115,3.500
face_025,180.167,2.987
q1_025,184.603,3.500
prompt,190.346,5.000
face_100,195.346,2.167
q1_100,198.244,3.500
face_000,208.782,1.654
q1_000,211.782,3.500
face_050,223.628,2.577
q1_050,226.910,3.500
face_075,231.346,2.731
q1_075,235.038,3.500
face_025,246.231,1.910
q1_025,248.795,3.500
prompt,257.372,5.000
face_075,262.372,1.808
q0_075,264.756,3.500
face_100,272.679,2.885
q0_100,276.756,3.500
face_050,286.205,3.500
q0_050,290.256,3.500
face_000,295.564,2.782
q0_000,299.667,3.500
face_025,304.321,1.500
q0_025,307.090,3.500
prompt,313.269,5.000
face_000,318.269,1.962
q1_000,321.038,3.500
face_050,329.397,3.141
q1_050,333.833,3.500
face_025,343.718,1.705
q1_025,346.667,3.500
face_075,352.192,3.295
q1_075,356.090,3.500
face_100,368.154,2.321
q1_100,371.308,3.500
prompt,377.923,5.000
face_025,382.923,2.679
q0_025,386.359,3.500
face_000,395.154,3.449
q0_000,399.487,3.500
face_100,409.154,3.346
q0_100,413.026,3.500
face_050,423.782,2.936
q0_050,428.218,3.500
face_075,438.321,2.064
q0_075,441.449,3.500
prompt,448.282,5.000
face_000,453.282,2.474
q1_000,456.897,3.500
face_025,461.115,2.269
q1_025,463.885,3.500
face_100,468.974,1.603
q1_100,471.667,3.500
face_050,475.667,2.423
q1_050,478.769,3.500
face_075,491.051,1.756
q1_075,493.744,3.500
prompt,501.013,5.000
face_000,506.013,2.013
q0_000,509.192,3.500
face_100,518.205,2.372
q0_100,521.949,3.500
face_050,527.910,3.397
q0_050,532.346,3.500
face_025,538.744,2.628
q0_025,542.282,3.500
face_075,553.256,3.244
q0_075,557.513,3.500
