event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_100,60.000,3.038
q1_100,64.179,3.500
face_025,70.359,2.115
q1_025,73.231,3.500
face_050,81.154,2.731
q1_050,84.897,3.500
face_075,89.333,1.603
q1_075,91.897,3.500
face_000,102.872,2.987
q1_000,106.667,3.500
prompt,116.115,5.000
face_050,121.115,3.141
q0_050,124.936,3.500
face_000,133.949,1.962
q0_000,136.897,3.500
face_075,145.474,2.167
q0_075,148.500,3.500
face_025,157.295,2.577
q0_025,161.346,3.500
face_100,172.538,2.013
q0_100,175.385,3.500
prompt,182.218,5.000
face_100,187.218,2.474
q1_100,190.397,3.500
face_000,201.154,2.885
q1_000,205.308,3.500
face_075,215.192,2.423
q1_075,218.218,3.500
face_050,227.885,2.628
q1_050,231.885,3.500
face_025,236.538,2.321
q1_025,239.744,3.500
prompt,251.154,5.000
face_075,256.154,1.859
q0_075,259.077,3.500
face_000,269.397,3.192
q0_000,273.141,3.500
face_050,284.987,1.705
q0_050,287.269,3.500
face_025,291.269,3.295
q0_025,295.885,3.500
face_100,308.385,1.551
q0_100,310.436,3.500
prompt,318.141,5.000
face_000,323.141,3.449
q1_000,327.756,3.500
face_025,335.026,2.679
q1_025,338.744,3.500
face_100,345.359,3.346
q1_100,350.128,3.500
face_075,356.526,1.808
q1_075,359.782,3.500
face_050,364.654,3.090
q1_050,368.962,3.500
prompt,373.179,5.000
face_100,378.179,2.936
q0_100,382.026,3.500
face_000,389.513,2.372
q0_000,393.385,3.500
face_025,401.744,1.756
q0_025,404.282,3.500
face_075,412.423,2.218
q0_075,415.833,3.500
face_050,427.462,2.064
q0_050,430.179,3.500
prompt,437.231,5.000
face_000,442.231,3.244
q0_000,446.718,3.500
face_025,452.026,2.833
q0_025,456.256,3.500
face_075,468.538,3.500
q0_075,472.564,3.500
face_100,477.654,2.269
q0_100,481.038,3.500
face_050,491.577,2.526
q0_050,495.397,3.500
prompt,501.141,5.000
face_050,506.141,3.397
q1_050,510.269,3.500
face_100,519.500,1.500
q1_100,521.936,3.500
face_025,527.462,2.782
q1_025,531.333,3.500
face_000,543.397,1.910
q1_000,546.654,3.500
face_075,556.756,1.654
q1_075,559.038,3.500
