event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_100,60.000,2.474
q0_100,63.051,3.500
face_000,72.064,2.936
q0_000,76.372,3.500
face_050,81.679,1.910
q0_050,84.936,3.500
face_025,96.128,1.654
q0_025,99.051,3.500
face_075,108.936,2.115
q0_075,111.731,3.500
prompt,123.141,5.000
face_100,128.141,2.269
q1_100,131.885,3.500
face_000,139.372,1.808
q1_000,142.397,3.500
face_075,146.615,1.756
q1_075,148.897,3.500
face_050,159.436,2.577
q1_050,163.179,3.500
face_025,167.179,1.500
q1_025,170.128,3.500
prompt,177.833,5.000
face_050,182.833,2.423
q1_050,186.115,3.500
face_000,194.038,3.192
q1_000,197.885,3.500
face_025,203.410,1.705
q1_025,206.051,3.500
face_075,213.321,2.782
q1_075,217.013,3.500
face_100,223.192,2.372
q1_100,226.603,3.500
prompt,233.000,5.000
face_050,238.000,2.987
q0_050,241.590,3.500
face_075,251.256,2.013
q0_075,254.667,3.500
face_100,265.641,2.064
q0_100,268.949,3.500
face_000,277.090,2.731
q0_000,280.372,3.500
face_025,285.026,2.218
q0_025,288.051,3.500
prompt,293.795,5.000
face_025,298.795,2.679
q0_025,302.667,3.500
face_050,308.628,3.244
q0_050,313.013,3.500
face_075,322.244,1.859
q0_075,325.167,3.500
face_000,337.231,2.833
q0_000,341.359,3.500
face_100,353.641,3.038
q0_100,357.692,3.500
prompt,366.269,5.000
face_000,371.269,3.397
q1_000,375.372,3.500
face_100,384.821,2.628
q1_100,388.205,3.500
face_075,400.705,2.167
q1_075,403.705,3.500
face_025,415.551,3.500
q1_025,420.167,3.500
face_050,430.487,2.321
q1_050,433.769,3.500
prompt,442.128,5.000
face_050,447.128,1.551
q1_050,449.564,3.500
face_025,460.321,3.449
q1_025,464.397,3.500
face_100,471.449,2.885
q1_100,475.321,3.500
face_000,480.192,3.295
q1_000,484.269,3.500
face_075,494.372,3.141
q1_075,498.013,3.500
prompt,504.628,5.000
face_025,509.628,1.962
q0_025,512.679,3.500
face_050,517.115,1.603
q0_050,520.038,3.500
face_100,531.667,2.526
q0_100,534.923,3.500
face_000,543.718,3.090
q0_000,548.231,3.500
face_075,553.321,3.346
q0_075,558.167,3.500
