event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_050,60.000,2.987
q0_050,63.641,3.500
face_075,75.923,2.526
q0_075,79.692,3.500
face_025,90.449,2.628
q0_025,93.833,3.500
face_000,101.538,3.500
q0_000,106.205,3.500
face_100,118.051,2.833
q0_100,121.436,3.500
prompt,126.090,5.000
face_025,131.090,3.192
q1_025,135.731,3.500
face_075,142.782,2.782
q1_075,146.064,3.500
face_100,158.128,2.577
q1_100,161.974,3.500
face_000,169.244,1.910
q1_000,171.936,3.500
face_050,182.910,2.885
q1_050,187.090,3.500
prompt,194.577,5.000
face_050,199.577,1.756
q0_050,202.654,3.500
face_000,209.487,3.449
q0_000,213.564,3.500
face_075,222.577,2.423
q0_075,226.474,3.500
face_100,237.885,1.551
q0_100,240.269,3.500
face_025,245.359,3.038
q0_025,249.821,3.500
prompt,254.038,5.000
face_075,259.038,2.474
q1_075,262.397,3.500
face_025,268.359,3.346
q1_025,273.103,3.500
face_050,281.462,1.962
q1_050,284.462,3.500
face_100,294.564,1.654
q1_100,297.231,3.500
face_000,305.808,1.603
q1_000,308.090,3.500
prompt,317.538,5.000
face_000,322.538,3.295
q0_000,326.821,3.500
face_075,332.564,2.269
q0_075,335.974,3.500
face_025,347.603,2.321
q0_025,350.987,3.500
face_050,360.654,2.936
q0_050,364.321,3.500
face_100,373.551,3.244
q0_100,377.987,3.500
prompt,383.513,5.000
face_050,388.513,3.141
q1_050,393.026,3.500
face_075,404.218,2.064
q1_075,406.987,3.500
face_000,414.910,3.090
q1_000,418.962,3.500
face_025,423.397,2.679
q1_025,427.192,3.500
face_100,432.500,2.013
q1_100,435.115,3.500
prompt,439.115,5.000
face_100,444.115,3.397
q1_100,448.423,3.500
face_025,457.218,1.500
q1_025,459.577,3.500
face_050,469.462,2.167
q1_050,472.718,3.500
face_075,485.218,2.115
q1_075,487.859,3.500
face_000,494.038,1.705
q1_000,496.679,3.500
prompt,504.821,5.000
face_100,509.821,2.218
q0_100,512.846,3.500
face_025,519.244,1.859
q0_025,522.449,3.500
face_050,532.769,2.731
q0_050,536.077,3.500
face_075,540.949,1.808
q0_075,543.974,3.500
face_000,550.590,2.372
q0_000,554.462,3.500
