event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_025,60.000,2.167
q1_025,63.641,3.500
face_050,69.167,2.115
q1_050,72.372,3.500
face_000,79.859,2.423
q1_000,83.782,3.500
face_075,94.103,3.397
q1_075,98.282,3.500
face_100,107.295,2.731
q1_100,110.679,3.500
prompt,116.423,5.000
face_050,121.423,2.782
q0_050,125.192,3.500
face_025,135.949,1.756
q0_025,138.462,3.500
face_000,142.679,2.474
q0_000,145.962,3.500
face_075,151.051,2.269
q0_075,154.256,3.500
face_100,163.923,2.628
q0_100,167.590,3.500
prompt,176.821,5.000
face_075,181.821,3.295
q0_075,186.359,3.500
face_050,197.551,3.038
q0_050,202.013,3.500
face_100,210.154,2.577
q0_100,214.128,3.500
face_000,225.103,3.449
q0_000,229.231,3.500
face_025,233.667,1.910
q0_025,236.487,3.500
prompt,244.846,5.000
face_025,249.846,1.551
q1_025,252.103,3.500
face_000,262.205,1.808
q1_000,264.615,3.500
face_075,276.679,2.013
q1_075,279.526,3.500
face_100,288.103,3.244
q1_100,292.641,3.500
face_050,304.487,2.936
q1_050,308.872,3.500
prompt,321.154,5.000
face_050,326.154,2.372
q1_050,329.385,3.500
face_075,341.885,3.192
q1_075,345.603,3.500
face_025,357.013,2.679
q1_025,360.885,3.500
face_000,364.885,1.705
q1_000,367.474,3.500
face_100,374.308,2.987
q1_100,378.359,3.500
prompt,384.974,5.000
face_075,389.974,3.090
q0_075,393.795,3.500
face_000,400.192,1.962
q0_000,403.474,3.500
face_050,408.346,2.218
q0_050,411.731,3.500
face_100,421.179,2.321
q0_100,424.128,3.500
face_025,432.051,2.526
q0_025,435.538,3.500
prompt,445.423,5.000
face_100,450.423,1.654
q1_100,453.449,3.500
face_000,459.410,3.346
q1_000,463.256,3.500
face_025,472.051,1.603
q1_025,474.769,3.500
face_075,481.821,3.141
q1_075,485.974,3.500
face_050,493.244,2.885
q1_050,496.679,3.500
prompt,501.333,5.000
face_100,506.333,3.500
q0_100,511.051,3.500
face_025,521.590,1.859
q0_025,524.718,3.500
face_075,536.346,2.064
q0_075,539.551,3.500
face_050,547.256,2.833
q0_050,551.436,3.500
face_000,557.615,1.500
q0_000,559.692,3.500
