event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_100,60.000,1.756
q1_100,63.026,3.500
face_075,75.308,1.962
q1_075,78.051,3.500
face_025,83.795,2.731
q1_025,87.385,3.500
face_000,94.218,3.090
q1_000,98.756,3.500
face_050,105.154,2.218
q1_050,108.103,3.500
prompt,115.808,5.000
face_000,120.808,2.372
q0_000,124.551,3.500
face_025,134.436,2.833
q0_025,138.487,3.500
face_100,149.462,2.679
q0_100,153.077,3.500
face_075,158.167,3.192
q0_075,162.782,3.500
face_050,174.628,2.064
q0_050,177.321,3.500
prompt,186.333,5.000
face_050,191.333,1.500
q1_050,193.641,3.500
face_000,203.090,1.603
q1_000,206.090,3.500
face_100,218.590,2.115
q1_100,221.872,3.500
face_025,230.667,2.526
q1_025,233.744,3.500
face_075,245.372,2.423
q1_075,248.808,3.500
prompt,254.333,5.000
face_100,259.333,2.628
q0_100,262.462,3.500
face_050,267.333,2.936
q0_050,270.872,3.500
face_075,281.628,3.449
q0_075,285.731,3.500
face_000,289.731,2.474
q0_000,293.167,3.500
face_025,297.385,1.910
q0_025,299.821,3.500
prompt,309.051,5.000
face_075,314.051,1.654
q0_075,317.051,3.500
face_100,324.538,3.038
q0_100,328.667,3.500
face_025,334.628,1.859
q0_025,337.192,3.500
face_050,345.769,2.782
q0_050,349.795,3.500
face_000,359.897,3.346
q0_000,363.923,3.500
prompt,370.974,5.000
face_100,375.974,2.167
q1_100,379.282,3.500
face_000,390.474,2.987
q1_000,394.038,3.500
face_050,399.346,2.269
q1_050,403.115,3.500
face_075,413.436,2.885
q1_075,417.513,3.500
face_025,425.436,3.244
q1_025,429.974,3.500
prompt,437.244,5.000
face_100,442.244,1.808
q0_100,445.372,3.500
face_025,453.513,3.141
q0_025,457.564,3.500
face_000,469.628,2.321
q0_000,472.782,3.500
face_050,484.192,2.577
q0_050,487.654,3.500
face_075,498.192,3.295
q0_075,502.603,3.500
prompt,508.782,5.000
face_100,513.782,3.500
q1_100,518.756,3.500
face_075,528.423,1.705
q1_075,530.885,3.500
face_000,539.244,2.013
q1_000,542.244,3.500
face_050,546.679,1.551
q1_050,549.269,3.500
face_025,553.923,3.397
q1_025,558.385,3.500
