event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_025,60.000,1.859
q1_025,63.077,3.500
face_075,68.821,3.244
q1_075,73.231,3.500
face_100,82.026,1.962
q1_100,85.103,3.500
face_000,96.295,1.756
q1_000,98.962,3.500
face_050,104.487,2.628
q1_050,107.615,3.500
prompt,114.449,5.000
face_075,119.449,3.295
q0_075,123.474,3.500
face_000,133.795,3.449
q0_000,138.103,3.500
face_100,142.321,3.397
q0_100,146.372,3.500
face_050,154.077,2.679
q0_050,157.282,3.500
face_025,162.590,2.167
q0_025,165.744,3.500
prompt,175.192,5.000
face_025,180.192,1.808
q1_025,183.500,3.500
face_000,194.910,2.269
q1_000,198.449,3.500
face_100,205.064,1.603
q1_100,207.474,3.500
face_075,219.321,2.782
q1_075,223.038,3.500
face_050,227.474,2.115
q1_050,230.346,3.500
prompt,236.526,5.000
face_000,241.526,2.526
q0_000,245.346,3.500
face_025,253.487,3.090
q0_025,257.205,3.500
face_050,264.692,3.500
q0_050,269.026,3.500
face_075,278.038,2.936
q0_075,281.551,3.500
face_100,291.436,2.577
q0_100,295.205,3.500
prompt,305.744,5.000
face_025,310.744,3.192
q1_025,314.897,3.500
face_050,324.128,2.321
q1_050,327.000,3.500
face_075,334.269,2.885
q1_075,338.244,3.500
face_100,344.641,2.064
q1_100,347.949,3.500
face_000,356.526,2.731
q1_000,360.628,3.500
prompt,367.679,5.000
face_100,372.679,3.141
q0_100,376.500,3.500
face_075,388.128,2.474
q0_075,392.051,3.500
face_025,396.051,1.705
q0_025,398.359,3.500
face_050,410.859,2.218
q0_050,414.397,3.500
face_000,420.359,1.500
q0_000,423.282,3.500
prompt,427.936,5.000
face_025,432.936,1.654
q1_025,435.372,3.500
face_075,446.128,1.551
q1_075,448.744,3.500
face_000,458.846,3.346
q1_000,463.231,3.500
face_050,468.321,1.910
q1_050,470.936,3.500
face_100,483.000,2.833
q1_100,486.718,3.500
prompt,496.385,5.000
face_000,501.385,2.013
q0_000,504.744,3.500
face_100,509.615,2.987
q0_100,513.744,3.500
face_050,522.103,3.038
q0_050,526.154,3.500
face_025,538.436,2.423
q0_025,542.256,3.500
face_075,550.179,2.372
q0_075,554.026,3.500
