event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_100,60.000,2.577
q0_100,63.179,3.500
face_025,72.410,3.500
q0_025,76.410,3.500
face_050,84.551,1.910
q0_050,87.782,3.500
face_075,93.962,1.756
q0_075,96.859,3.500
face_000,101.513,2.218
q0_000,104.308,3.500
prompt,116.154,5.000
face_025,121.154,1.859
q1_025,123.923,3.500
face_100,128.795,2.167
q1_100,132.410,3.500
face_050,140.769,3.244
q1_050,144.795,3.500
face_075,152.500,1.500
q1_075,155.090,3.500
face_000,161.051,2.833
q1_000,165.231,3.500
prompt,174.679,5.000
face_050,179.679,2.115
q0_050,183.192,3.500
face_100,194.603,3.449
q0_100,198.885,3.500
face_000,208.987,2.064
q0_000,212.064,3.500
face_075,224.346,2.372
q0_075,227.603,3.500
face_025,238.141,3.397
q0_025,242.192,3.500
prompt,249.462,5.000
face_100,254.462,2.936
q1_100,257.949,3.500
face_050,268.269,2.782
q1_050,272.346,3.500
face_000,277.654,2.013
q1_000,280.603,3.500
face_075,291.795,2.679
q1_075,295.179,3.500
face_025,302.667,3.090
q1_025,306.795,3.500
prompt,315.590,5.000
face_000,320.590,2.474
q1_000,324.564,3.500
face_050,328.782,2.526
q1_050,331.987,3.500
face_075,335.987,1.705
q1_075,338.808,3.500
face_100,345.205,2.321
q1_100,348.051,3.500
face_025,359.026,3.346
q1_025,363.128,3.500
prompt,372.795,5.000
face_100,377.795,2.885
q0_100,381.949,3.500
face_075,388.564,3.192
q0_075,392.385,3.500
face_000,398.128,2.423
q0_000,401.410,3.500
face_050,412.167,2.628
q0_050,415.526,3.500
face_025,422.359,2.987
q0_025,426.769,3.500
prompt,434.692,5.000
face_050,439.692,2.269
q1_050,442.769,3.500
face_025,449.821,1.603
q1_025,452.897,3.500
face_000,457.987,1.962
q1_000,461.013,3.500
face_100,466.538,3.141
q1_100,470.897,3.500
face_075,479.474,2.731
q1_075,483.577,3.500
prompt,495.641,5.000
face_075,500.641,1.551
q0_075,503.154,3.500
face_100,514.782,3.038
q0_100,519.013,3.500
face_025,523.449,1.654
q0_025,526.090,3.500
face_000,535.974,3.295
q0_000,540.436,3.500
face_050,552.936,1.808
q0_050,555.987,3.500
