event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_100,60.000,2.577
q1_100,63.872,3.500
face_000,68.744,2.167
q1_000,71.487,3.500
face_075,79.846,2.474
q1_075,83.564,3.500
face_050,92.577,2.064
q1_050,96.013,3.500
face_025,102.846,1.756
q1_025,105.154,3.500
prompt,116.346,5.000
face_000,121.346,2.269
q0_000,124.936,3.500
face_050,136.346,1.705
q0_050,139.115,3.500
face_075,149.218,3.397
q0_075,153.244,3.500
face_025,162.038,1.500
q0_025,164.321,3.500
face_100,172.897,3.295
q0_100,177.462,3.500
prompt,187.782,5.000
face_025,192.782,1.910
q0_025,195.654,3.500
face_050,208.154,2.321
q0_050,211.667,3.500
face_075,223.949,2.115
q0_075,227.103,3.500
face_000,236.769,2.731
q0_000,240.615,3.500
face_100,246.795,3.449
q0_100,251.154,3.500
prompt,257.551,5.000
face_100,262.551,1.551
q1_100,265.603,3.500
face_025,275.051,2.218
q1_025,277.923,3.500
face_075,289.987,3.090
q1_075,293.808,3.500
face_000,301.077,1.808
q1_000,303.974,3.500
face_050,308.628,2.013
q1_050,312.090,3.500
prompt,321.321,5.000
face_100,326.321,2.628
q0_100,329.628,3.500
face_000,336.679,3.244
q0_000,341.064,3.500
face_050,346.590,3.500
q0_050,350.897,3.500
face_075,356.205,2.679
q0_075,359.641,3.500
face_025,370.615,2.423
q0_025,374.205,3.500
prompt,381.910,5.000
face_025,386.910,2.526
q1_025,390.423,3.500
face_100,394.641,2.987
q1_100,398.462,3.500
face_075,404.423,2.833
q1_075,408.474,3.500
face_050,416.397,2.936
q1_050,419.833,3.500
face_000,427.974,1.859
q1_000,430.359,3.500
prompt,440.244,5.000
face_050,445.244,2.782
q0_050,449.423,3.500
face_075,455.167,3.346
q0_075,459.115,3.500
face_100,466.603,2.885
q0_100,470.962,3.500
face_000,482.808,1.962
q0_000,486.192,3.500
face_025,496.949,3.141
q0_025,501.026,3.500
prompt,506.115,5.000
face_050,511.115,3.038
q1_050,515.167,3.500
face_025,521.782,1.654
q1_025,524.141,3.500
face_000,528.141,1.603
q1_000,530.628,3.500
face_100,535.064,2.372
q1_100,538.782,3.500
face_075,549.321,3.192
q1_075,553.372,3.500
