event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_100,60.000,2.679
q0_100,63.795,3.500
face_000,73.897,3.192
q0_000,78.179,3.500
face_025,89.808,2.423
q0_025,92.833,3.500
face_050,100.538,3.449
q0_050,105.282,3.500
face_075,110.154,2.013
q0_075,113.615,3.500
prompt,118.269,5.000
face_100,123.269,2.628
q1_100,126.449,3.500
face_000,130.885,2.833
q1_000,134.526,3.500
face_050,145.500,3.244
q1_050,149.321,3.500
face_025,153.321,1.808
q1_025,155.885,3.500
face_075,162.282,2.731
q1_075,166.231,3.500
prompt,174.590,5.000
face_100,179.590,2.987
q1_100,183.846,3.500
face_075,193.513,2.167
q1_075,197.000,3.500
face_025,204.051,1.962
q1_025,206.744,3.500
face_050,214.231,1.500
q1_050,216.795,3.500
face_000,224.718,2.269
q1_000,228.359,3.500
prompt,237.590,5.000
face_050,242.590,2.321
q0_050,245.436,3.500
face_100,251.397,3.397
q0_100,255.756,3.500
face_075,266.295,2.577
q0_075,269.577,3.500
face_025,280.987,1.859
q0_025,283.833,3.500
face_000,290.449,3.090
q0_000,294.551,3.500
prompt,304.000,5.000
face_000,309.000,2.936
q0_000,312.821,3.500
face_050,321.615,3.500
q0_050,325.949,3.500
face_100,331.038,1.603
q0_100,333.269,3.500
face_025,345.769,1.910
q0_025,348.590,3.500
face_075,357.167,2.885
q0_075,360.910,3.500
prompt,369.051,5.000
face_025,374.051,1.551
q1_025,376.256,3.500
face_100,383.526,3.141
q1_100,387.603,3.500
face_050,399.449,2.064
q1_050,403.013,3.500
face_000,407.231,1.705
q1_000,410.128,3.500
face_075,420.449,2.372
q1_075,423.987,3.500
prompt,436.269,5.000
face_025,441.269,1.654
q0_025,443.423,3.500
face_050,453.308,3.295
q0_050,457.744,3.500
face_075,468.936,2.218
q0_075,472.500,3.500
face_100,481.513,1.756
q0_100,484.051,3.500
face_000,496.115,2.526
q0_000,500.115,3.500
prompt,506.949,5.000
face_075,511.949,2.474
q1_075,515.103,3.500
face_000,520.846,3.038
q1_000,525.282,3.500
face_050,531.462,2.115
q1_050,534.821,3.500
face_100,540.128,2.782
q1_100,543.949,3.500
face_025,554.705,3.346
q1_025,559.474,3.500
