event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_075,60.000,1.859
q0_075,62.513,3.500
face_100,75.013,2.269
q0_100,78.551,3.500
face_000,86.038,2.936
q0_000,90.372,3.500
face_025,94.590,2.321
q0_025,98.385,3.500
face_050,110.231,2.679
q0_050,114.026,3.500
prompt,126.308,5.000
face_075,131.308,2.218
q1_075,134.077,3.500
face_025,144.179,2.885
q1_025,147.744,3.500
face_050,158.064,1.551
q1_050,160.372,3.500
face_000,171.782,3.449
q1_000,175.936,3.500
face_100,180.590,3.192
q1_100,185.205,3.500
prompt,189.205,5.000
face_025,194.205,2.731
q1_025,198.000,3.500
face_075,203.526,3.244
q1_075,208.090,3.500
face_100,212.526,3.141
q1_100,216.577,3.500
face_050,222.756,2.526
q1_050,226.064,3.500
face_000,235.731,2.064
q1_000,239.295,3.500
prompt,245.910,5.000
face_000,250.910,1.705
q0_000,253.346,3.500
face_100,265.410,3.295
q0_100,269.744,3.500
face_050,276.795,3.038
q0_050,280.821,3.500
face_075,292.449,1.500
q0_075,294.910,3.500
face_025,302.179,2.013
q0_025,305.051,3.500
prompt,311.013,5.000
face_025,316.013,2.782
q1_025,319.936,3.500
face_000,328.731,3.500
q1_000,333.167,3.500
face_050,343.705,2.115
q1_050,346.423,3.500
face_075,355.654,1.910
q1_075,358.808,3.500
face_100,365.641,3.090
q1_100,369.949,3.500
prompt,377.654,5.000
face_100,382.654,2.372
q0_100,385.833,3.500
face_075,393.974,3.346
q0_075,398.615,3.500
face_000,408.500,1.962
q0_000,411.628,3.500
face_025,416.500,2.167
q0_025,419.756,3.500
face_050,428.333,2.628
q0_050,431.846,3.500
prompt,439.769,5.000
face_100,444.769,1.756
q0_100,447.051,3.500
face_050,458.026,1.603
q0_050,461.077,3.500
face_025,467.474,2.474
q0_025,471.295,3.500
face_000,480.744,2.577
q0_000,484.513,3.500
face_075,492.872,1.808
q0_075,495.308,3.500
prompt,506.064,5.000
face_025,511.064,1.654
q1_025,514.090,3.500
face_100,519.179,3.397
q1_100,523.590,3.500
face_000,532.603,2.833
q1_000,536.013,3.500
face_050,541.756,2.423
q1_050,545.013,3.500
face_075,556.205,2.987
q1_075,559.692,3.500
