event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_050,60.000,2.526
q0_050,63.026,3.500
face_075,70.077,1.603
q0_075,73.000,3.500
face_025,84.628,1.808
q0_025,87.090,3.500
face_100,95.449,2.013
q0_100,98.526,3.500
face_000,105.359,2.269
q0_000,108.154,3.500
prompt,118.256,5.000
face_100,123.256,2.423
q1_100,127.103,3.500
face_025,132.192,2.577
q1_025,135.936,3.500
face_075,141.679,2.115
q1_075,145.064,3.500
face_000,155.821,3.244
q1_000,160.308,3.500
face_050,166.487,2.628
q1_050,170.256,3.500
prompt,181.667,5.000
face_025,186.667,1.859
q0_025,189.718,3.500
face_100,195.244,3.090
q0_100,199.372,3.500
face_050,208.603,2.885
q0_050,212.449,3.500
face_075,223.423,2.167
q0_075,226.372,3.500
face_000,237.564,1.551
q0_000,239.795,3.500
prompt,246.410,5.000
face_025,251.410,1.756
q1_025,254.000,3.500
face_000,258.872,1.910
q1_000,261.872,3.500
face_075,271.321,1.654
q1_075,273.885,3.500
face_100,279.192,2.321
q1_100,282.269,3.500
face_050,289.538,1.705
q1_050,292.641,3.500
prompt,300.782,5.000
face_050,305.782,2.064
q1_050,308.654,3.500
face_000,313.308,2.833
q1_000,317.436,3.500
face_075,323.833,2.782
q1_075,327.167,3.500
face_100,335.744,2.474
q1_100,339.154,3.500
face_025,343.154,3.500
q1_025,348.128,3.500
prompt,352.346,5.000
face_100,357.346,3.192
q0_100,361.397,3.500
face_025,365.833,3.141
q0_025,369.577,3.500
face_075,379.462,3.346
q0_075,383.923,3.500
face_050,392.718,1.500
q0_050,394.923,3.500
face_000,405.244,3.397
q0_000,410.141,3.500
prompt,422.641,5.000
face_100,427.641,2.218
q1_100,430.872,3.500
face_075,443.154,2.987
q1_075,446.769,3.500
face_000,454.474,2.731
q1_000,457.782,3.500
face_025,466.795,1.962
q1_025,469.487,3.500
face_050,481.551,2.936
q1_050,485.936,3.500
prompt,496.474,5.000
face_000,501.474,2.679
q0_000,505.372,3.500
face_025,515.038,2.372
q0_025,518.782,3.500
face_050,524.744,3.295
q0_050,529.385,3.500
face_100,541.231,3.038
q0_100,545.256,3.500
face_075,553.179,3.449
q0_075,557.513,3.500
