event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_025,60.000,2.269
q1_025,63.026,3.500
face_100,71.603,2.423
q1_100,74.936,3.500
face_000,87.218,2.782
q1_000,90.679,3.500
face_050,98.603,2.936
q1_050,102.654,3.500
face_075,107.962,2.526
q1_075,111.269,3.500
prompt,117.231,5.000
face_050,122.231,2.885
q0_050,126.410,3.500
face_000,136.295,1.603
q0_000,138.859,3.500
face_025,143.731,1.962
q0_025,146.269,3.500
face_075,155.064,2.833
q0_075,159.295,3.500
face_100,167.436,3.295
q0_100,172.103,3.500
prompt,178.936,5.000
face_050,183.936,2.372
q0_050,187.013,3.500
face_025,197.987,1.808
q0_025,200.782,3.500
face_075,204.782,2.474
q0_075,207.910,3.500
face_100,215.615,2.115
q0_100,219.205,3.500
face_000,229.526,2.679
q0_000,233.295,3.500
prompt,245.141,5.000
face_100,250.141,1.500
q1_100,252.987,3.500
face_075,258.513,2.218
q1_075,262.179,3.500
face_000,268.577,3.500
q1_000,272.705,3.500
face_025,279.321,3.090
q1_025,283.295,3.500
face_050,290.346,3.141
q1_050,294.910,3.500
prompt,300.000,5.000
face_050,305.000,1.551
q1_050,307.077,3.500
face_000,311.295,1.910
q1_000,313.936,3.500
face_075,326.436,1.654
q1_075,329.359,3.500
face_100,335.538,2.013
q1_100,338.692,3.500
face_025,350.756,1.705
q1_025,353.064,3.500
prompt,360.551,5.000
face_075,365.551,2.167
q0_075,368.526,3.500
face_100,374.269,3.346
q0_100,378.654,3.500
face_000,390.282,1.859
q0_000,392.974,3.500
face_025,400.244,2.577
q0_025,404.064,3.500
face_050,415.474,3.192
q0_050,419.603,3.500
prompt,430.359,5.000
face_075,435.359,3.038
q0_075,439.590,3.500
face_100,450.782,3.397
q0_100,455.346,3.500
face_025,464.359,3.449
q0_025,468.872,3.500
face_000,478.538,3.244
q0_000,482.795,3.500
face_050,492.244,1.756
q0_050,494.500,3.500
prompt,498.936,5.000
face_075,503.936,2.731
q1_075,507.885,3.500
face_050,516.244,2.987
q1_050,519.782,3.500
face_100,524.436,2.321
q1_100,528.256,3.500
face_025,538.795,2.064
q1_025,542.179,3.500
face_000,552.282,2.628
q1_000,555.769,3.500
