event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_025,60.000,2.474
q1_025,63.590,3.500
face_050,71.949,1.500
q1_050,74.051,3.500
face_100,85.897,3.038
q1_100,90.000,3.500
face_075,101.192,2.577
q1_075,104.269,3.500
face_000,113.500,1.551
q1_000,115.833,3.500
prompt,122.449,5.000
face_025,127.449,2.885
q0_025,131.064,3.500
face_100,140.731,2.423
q0_100,144.372,3.500
face_000,154.474,2.782
q0_000,158.731,3.500
face_075,169.487,3.244
q0_075,173.897,3.500
face_050,178.769,2.013
q0_050,181.667,3.500
prompt,188.718,5.000
face_025,193.718,3.346
q0_025,198.564,3.500
face_100,204.308,3.449
q0_100,209.077,3.500
face_050,214.603,3.141
q0_050,218.936,3.500
face_075,227.513,2.372
q0_075,230.436,3.500
face_000,242.064,1.808
q0_000,245.167,3.500
prompt,251.564,5.000
face_075,256.564,2.167
q1_075,259.410,3.500
face_050,269.731,1.603
q1_050,272.474,3.500
face_000,279.308,2.833
q1_000,283.385,3.500
face_100,291.526,1.654
q1_100,293.833,3.500
face_025,299.141,2.628
q1_025,302.756,3.500
prompt,312.205,5.000
face_025,317.205,2.987
q1_025,321.128,3.500
face_050,328.397,2.936
q1_050,332.782,3.500
face_000,340.705,3.397
q1_000,344.962,3.500
face_075,349.179,2.321
q1_075,352.026,3.500
face_100,358.205,3.500
q1_100,362.667,3.500
prompt,367.756,5.000
face_000,372.756,2.115
q0_000,375.910,3.500
face_025,380.346,2.064
q0_025,382.987,3.500
face_100,393.526,2.526
q0_100,397.423,3.500
face_075,409.487,2.269
q0_075,412.769,3.500
face_050,425.051,1.859
q0_050,427.718,3.500
prompt,431.718,5.000
face_050,436.718,1.962
q0_050,439.436,3.500
face_000,450.846,2.731
q0_000,454.410,3.500
face_100,464.295,2.218
q0_100,467.910,3.500
face_075,476.923,2.679
q0_075,480.308,3.500
face_025,488.013,3.090
q0_025,492.192,3.500
prompt,503.167,5.000
face_075,508.167,3.192
q1_075,511.987,3.500
face_025,524.487,1.756
q1_025,527.590,3.500
face_100,533.551,3.295
q1_100,538.115,3.500
face_000,545.603,1.705
q1_000,548.218,3.500
face_050,557.013,1.910
q1_050,560.346,3.500
