event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_025,60.000,3.192
q1_025,64.513,3.500
face_000,75.269,2.064
q1_000,78.090,3.500
face_050,82.962,3.346
q1_050,87.423,3.500
face_100,92.949,2.474
q1_100,96.051,3.500
face_075,100.487,1.705
q1_075,103.641,3.500
prompt,109.385,5.000
face_025,114.385,2.218
q0_025,117.974,3.500
face_050,124.154,3.244
q0_050,128.744,3.500
face_100,137.974,2.577
q0_100,142.051,3.500
face_000,150.846,1.859
q0_000,153.564,3.500
face_075,158.218,2.987
q0_075,162.449,3.500
prompt,169.282,5.000
face_050,174.282,1.756
q0_050,176.744,3.500
face_100,189.244,2.782
q0_100,193.295,3.500
face_075,205.359,2.833
q0_075,209.256,3.500
face_025,217.397,2.423
q0_025,220.705,3.500
face_000,226.013,3.141
q0_000,230.346,3.500
prompt,239.795,5.000
face_025,244.795,2.321
q1_025,247.795,3.500
face_000,254.192,3.090
q1_000,257.885,3.500
face_075,265.590,3.449
q1_075,269.538,3.500
face_050,279.641,2.167
q1_050,282.821,3.500
face_100,293.141,3.500
q1_100,297.474,3.500
prompt,302.564,5.000
face_000,307.564,1.808
q1_000,310.026,3.500
face_100,321.000,2.679
q1_100,324.667,3.500
face_075,336.077,1.962
q1_075,339.256,3.500
face_050,347.179,2.936
q1_050,351.026,3.500
face_025,360.692,1.603
q1_025,363.692,3.500
prompt,370.962,5.000
face_050,375.962,2.013
q0_050,379.449,3.500
face_075,386.064,1.910
q0_075,388.756,3.500
face_000,397.769,2.885
q0_000,401.179,3.500
face_025,408.667,1.500
q0_025,410.718,3.500
face_100,419.077,3.295
q0_100,422.949,3.500
prompt,434.577,5.000
face_000,439.577,1.654
q1_000,441.962,3.500
face_050,454.244,2.628
q1_050,458.038,3.500
face_025,468.577,2.269
q1_025,471.936,3.500
face_075,475.936,2.526
q1_075,479.885,3.500
face_100,491.731,2.731
q1_100,495.423,3.500
prompt,501.385,5.000
face_075,506.385,2.372
q0_075,510.051,3.500
face_050,518.628,3.038
q0_050,522.603,3.500
face_000,526.821,3.397
q0_000,531.359,3.500
face_100,542.551,2.115
q0_100,545.474,3.500
face_025,555.359,1.551
q0_025,557.949,3.500
