event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_100,60.000,3.192
q1_100,64.487,3.500
face_050,75.897,3.346
q1_050,80.359,3.500
face_000,86.103,3.397
q1_000,90.769,3.500
face_025,94.769,2.167
q1_025,98.128,3.500
face_075,106.269,2.679
q1_075,109.679,3.500
prompt,121.308,5.000
face_050,126.308,2.115
q0_050,129.564,3.500
face_075,137.487,1.962
q0_075,140.333,3.500
face_100,144.987,2.321
q0_100,148.372,3.500
face_025,159.346,2.372
q0_025,162.962,3.500
face_000,175.244,1.859
q0_000,178.449,3.500
prompt,185.282,5.000
face_050,190.282,2.474
q1_050,193.359,3.500
face_100,205.423,1.551
q1_100,207.808,3.500
face_075,217.038,1.654
q1_075,219.705,3.500
face_000,225.231,2.628
q1_000,229.282,3.500
face_025,237.641,2.064
q1_025,240.333,3.500
prompt,248.910,5.000
face_100,253.910,2.218
q0_100,257.115,3.500
face_000,267.000,2.987
q0_000,270.846,3.500
face_050,278.333,1.705
q0_050,281.128,3.500
face_075,285.564,2.526
q0_075,288.769,3.500
face_025,297.564,1.603
q0_025,300.385,3.500
prompt,310.705,5.000
face_100,315.705,2.013
q0_100,318.423,3.500
face_025,325.692,3.449
q0_025,329.718,3.500
face_050,334.808,1.808
q0_050,337.577,3.500
face_075,348.115,1.756
q0_075,351.192,3.500
face_000,360.859,1.500
q0_000,363.013,3.500
prompt,369.192,5.000
face_025,374.192,3.500
q1_025,379.064,3.500
face_000,386.769,3.090
q1_000,391.256,3.500
face_075,400.269,3.295
q1_075,405.064,3.500
face_100,411.679,2.423
q1_100,414.859,3.500
face_050,425.615,2.269
q1_050,429.051,3.500
prompt,436.103,5.000
face_050,441.103,2.833
q0_050,444.718,3.500
face_100,448.936,1.910
q0_100,452.295,3.500
face_000,462.397,3.038
q0_000,466.346,3.500
face_075,477.538,2.731
q0_075,481.205,3.500
face_025,490.654,3.244
q0_025,494.397,3.500
prompt,506.244,5.000
face_075,511.244,3.141
q1_075,515.859,3.500
face_100,528.359,2.577
q1_100,531.974,3.500
face_000,538.372,2.885
q1_000,542.064,3.500
face_025,546.936,2.936
q1_025,550.423,3.500
face_050,556.385,2.782
q1_050,559.692,3.500
