event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_075,60.000,2.679
q1_075,63.436,3.500
face_025,74.192,2.936
q1_025,78.628,3.500
face_050,86.551,2.987
q1_050,90.090,3.500
face_000,98.667,2.833
q1_000,102.282,3.500
face_100,108.897,3.449
q1_100,113.282,3.500
prompt,117.282,5.000
face_050,122.282,3.038
q0_050,126.205,3.500
face_100,135.654,2.628
q0_100,139.346,3.500
face_000,148.577,2.474
q0_000,152.474,3.500
face_075,159.744,3.500
q0_075,164.590,3.500
face_025,175.782,2.321
q0_025,179.346,3.500
prompt,183.782,5.000
face_025,188.782,1.756
q1_025,191.269,3.500
face_100,195.487,3.397
q1_100,199.538,3.500
face_050,205.064,3.090
q1_050,208.987,3.500
face_000,216.692,3.141
q1_000,220.923,3.500
face_075,228.410,1.603
q1_075,231.282,3.500
prompt,242.692,5.000
face_050,247.692,2.423
q0_050,250.615,3.500
face_075,262.679,1.654
q0_075,265.808,3.500
face_025,273.949,2.782
q0_025,278.103,3.500
face_000,289.949,1.808
q0_000,292.923,3.500
face_100,302.590,2.577
q0_100,306.128,3.500
prompt,316.667,5.000
face_025,321.667,2.526
q1_025,325.513,3.500
face_100,331.910,2.013
q1_100,334.551,3.500
face_075,339.205,1.910
q1_075,342.513,3.500
face_000,351.308,2.885
q1_000,355.000,3.500
face_050,366.628,2.115
q1_050,369.449,3.500
prompt,378.462,5.000
face_000,383.462,2.731
q0_000,387.410,3.500
face_025,399.692,2.167
q0_025,403.000,3.500
face_100,411.359,1.705
q0_100,413.744,3.500
face_075,420.577,3.192
q0_075,424.628,3.500
face_050,434.513,1.859
q0_050,437.487,3.500
prompt,447.808,5.000
face_025,452.808,3.346
q0_025,456.679,3.500
face_075,461.987,2.218
q0_075,465.115,3.500
face_050,470.205,1.500
q0_050,473.000,3.500
face_100,477.872,3.244
q0_100,481.692,3.500
face_000,492.667,2.372
q0_000,496.231,3.500
prompt,502.410,5.000
face_025,507.410,3.295
q1_025,511.744,3.500
face_100,521.846,1.962
q1_100,524.795,3.500
face_000,531.846,1.551
q1_000,534.846,3.500
face_075,540.808,2.269
q1_075,543.679,3.500
face_050,556.179,2.064
q1_050,559.256,3.500
