event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_050,60.000,1.808
q0_050,62.769,3.500
face_075,66.769,2.218
q0_075,70.077,3.500
face_025,82.577,2.782
q0_025,86.372,3.500
face_000,95.385,1.500
q0_000,97.692,3.500
face_100,102.128,3.192
q0_100,106.692,3.500
prompt,115.269,5.000
face_025,120.269,2.885
q1_025,123.679,3.500
face_050,128.333,3.244
q1_050,133.077,3.500
face_000,137.949,2.321
q1_000,141.205,3.500
face_100,151.090,3.141
q1_100,155.551,3.500
face_075,166.308,1.962
q1_075,169.692,3.500
prompt,175.654,5.000
face_025,180.654,2.577
q1_025,184.346,3.500
face_075,194.449,3.038
q1_075,198.628,3.500
face_000,206.333,3.346
q1_000,210.462,3.500
face_100,216.859,2.167
q1_100,220.500,3.500
face_050,232.564,1.551
q1_050,234.974,3.500
prompt,243.115,5.000
face_075,248.115,2.474
q0_075,251.346,3.500
face_100,262.974,2.372
q0_100,266.231,3.500
face_025,274.590,3.295
q0_025,278.385,3.500
face_000,282.603,1.910
q0_000,285.167,3.500
face_050,296.141,1.756
q0_050,298.885,3.500
prompt,304.410,5.000
face_100,309.410,2.731
q0_100,313.308,3.500
face_000,323.846,1.654
q0_000,326.538,3.500
face_025,333.372,1.705
q0_025,335.987,3.500
face_075,345.654,1.859
q0_075,348.808,3.500
face_050,355.423,2.628
q0_050,359.115,3.500
prompt,366.385,5.000
face_050,371.385,2.269
q1_050,374.385,3.500
face_100,385.577,3.397
q1_100,389.551,3.500
face_000,394.859,2.679
q1_000,398.244,3.500
face_025,403.333,2.833
q1_025,407.359,3.500
face_075,413.103,3.449
q1_075,417.897,3.500
prompt,427.346,5.000
face_100,432.346,2.987
q0_100,435.885,3.500
face_025,447.731,1.603
q0_025,450.731,3.500
face_000,457.782,3.500
q0_000,461.962,3.500
face_075,472.282,2.013
q0_075,475.564,3.500
face_050,484.359,2.936
q0_050,488.128,3.500
prompt,494.308,5.000
face_100,499.308,2.526
q1_100,502.436,3.500
face_050,510.359,2.064
q1_050,513.667,3.500
face_075,525.077,2.115
q1_075,528.641,3.500
face_025,540.923,2.423
q1_025,544.564,3.500
face_000,553.795,3.090
q1_000,557.513,3.500
