event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_075,60.000,2.013
q0_075,62.513,3.500
face_100,73.269,3.346
q0_100,77.244,3.500
face_000,89.526,1.756
q0_000,92.167,3.500
face_025,96.603,2.731
q0_025,100.577,3.500
face_050,108.282,3.141
q0_050,111.974,3.500
prompt,122.949,5.000
face_100,127.949,2.782
q1_100,131.333,3.500
face_050,142.962,2.064
q1_050,145.756,3.500
face_000,156.295,2.372
q1_000,159.936,3.500
face_025,167.423,2.218
q1_025,170.397,3.500
face_075,182.462,1.808
q1_075,185.231,3.500
prompt,194.244,5.000
face_075,199.244,3.397
q0_075,203.705,3.500
face_100,212.282,2.269
q0_100,215.256,3.500
face_025,225.577,3.449
q0_025,229.885,3.500
face_000,241.077,1.962
q0_000,243.615,3.500
face_050,256.115,3.500
q0_050,261.064,3.500
prompt,265.936,5.000
face_000,270.936,2.833
q1_000,274.885,3.500
face_050,283.679,3.295
q1_050,288.474,3.500
face_100,297.923,2.577
q1_100,301.667,3.500
face_075,307.192,1.910
q1_075,310.013,3.500
face_025,314.667,3.090
q1_025,319.128,3.500
prompt,323.128,5.000
face_075,328.128,2.885
q0_075,332.026,3.500
face_025,339.077,2.679
q0_025,342.436,3.500
face_050,353.846,2.474
q0_050,356.846,3.500
face_100,366.949,3.244
q0_100,371.026,3.500
face_000,377.423,2.115
q0_000,380.577,3.500
prompt,385.885,5.000
face_000,390.885,1.551
q1_000,393.423,3.500
face_100,399.167,2.423
q1_100,402.526,3.500
face_025,410.885,1.603
q1_025,413.141,3.500
face_050,420.410,3.038
q1_050,424.923,3.500
face_075,431.103,2.936
q1_075,435.179,3.500
prompt,444.846,5.000
face_025,449.846,2.167
q1_025,453.308,3.500
face_050,465.154,1.654
q1_050,468.128,3.500
face_075,473.218,2.321
q1_075,476.936,3.500
face_000,485.077,2.628
q1_000,488.897,3.500
face_100,496.821,1.500
q1_100,499.744,3.500
prompt,509.628,5.000
face_100,514.628,3.192
q0_100,519.038,3.500
face_050,523.256,2.526
q0_050,526.564,3.500
face_025,533.397,1.859
q0_025,536.603,3.500
face_075,542.564,1.705
q0_075,545.077,3.500
face_000,554.308,2.987
q0_000,558.385,3.500
