event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_000,60.000,1.705
q1_000,62.769,3.500
face_050,68.077,2.167
q1_050,70.744,3.500
face_100,83.244,2.013
q1_100,86.192,3.500
face_025,95.423,1.654
q1_025,97.910,3.500
face_075,105.397,1.756
q1_075,107.910,3.500
prompt,113.654,5.000
face_025,118.654,2.936
q0_025,122.679,3.500
face_050,127.551,2.372
q0_050,131.372,3.500
face_000,140.167,1.859
q0_000,142.808,3.500
face_075,148.333,1.910
q0_075,151.410,3.500
face_100,163.474,3.038
q0_100,167.321,3.500
prompt,177.859,5.000
face_100,182.859,1.808
q0_100,185.295,3.500
face_025,193.000,3.141
q0_025,197.513,3.500
face_050,203.692,2.577
q0_050,206.846,3.500
face_000,218.474,2.679
q0_000,221.705,3.500
face_075,225.705,2.526
q0_075,229.218,3.500
prompt,239.538,5.000
face_100,244.538,2.987
q1_100,248.667,3.500
face_075,258.115,2.423
q1_075,261.397,3.500
face_000,267.795,1.962
q1_000,270.436,3.500
face_025,279.449,1.551
q1_025,282.346,3.500
face_050,288.308,2.064
q1_050,291.564,3.500
prompt,300.141,5.000
face_025,305.141,2.218
q0_025,308.269,3.500
face_050,316.410,3.449
q0_050,320.821,3.500
face_075,328.744,2.833
q0_075,332.821,3.500
face_000,340.090,2.782
q0_000,343.885,3.500
face_100,353.769,2.628
q0_100,357.667,3.500
prompt,369.077,5.000
face_025,374.077,3.500
q1_025,378.872,3.500
face_000,388.538,3.090
q1_000,392.333,3.500
face_100,399.385,3.192
q1_100,403.897,3.500
face_050,412.256,2.269
q1_050,415.179,3.500
face_075,425.282,2.474
q1_075,428.282,3.500
prompt,439.474,5.000
face_050,444.474,3.244
q1_050,448.833,3.500
face_000,453.269,3.397
q1_000,458.090,3.500
face_025,462.744,2.115
q1_025,466.359,3.500
face_100,473.192,2.885
q1_100,476.962,3.500
face_075,481.179,2.321
q1_075,484.231,3.500
prompt,489.321,5.000
face_025,494.321,1.603
q0_025,496.526,3.500
face_000,507.500,3.346
q0_000,512.321,3.500
face_075,524.603,1.500
q0_075,527.500,3.500
face_100,538.256,3.295
q0_100,542.769,3.500
face_050,549.385,2.731
q0_050,553.154,3.500
