event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_050,60.000,2.833
q1_050,63.949,3.500
face_000,75.577,1.603
q1_000,77.705,3.500
face_100,88.462,2.782
q1_100,92.410,3.500
face_025,102.077,2.321
q1_025,105.154,3.500
face_075,111.769,3.346
q1_075,116.410,3.500
prompt,122.590,5.000
face_075,127.590,3.038
q0_075,131.615,3.500
face_000,143.897,1.859
q0_000,146.769,3.500
face_100,151.641,2.269
q0_100,154.564,3.500
face_025,163.359,3.141
q0_025,167.744,3.500
face_050,176.974,1.808
q0_050,179.615,3.500
prompt,183.833,5.000
face_000,188.833,3.244
q1_000,193.167,3.500
face_025,199.564,2.167
q1_025,202.513,3.500
face_100,213.705,2.474
q1_100,216.987,3.500
face_050,226.872,2.218
q1_050,229.949,3.500
face_075,242.449,1.962
q1_075,244.987,3.500
prompt,256.397,5.000
face_000,261.397,1.654
q0_000,263.756,3.500
face_025,271.679,3.449
q0_025,276.551,3.500
face_050,280.551,2.987
q0_050,284.731,3.500
face_075,292.218,2.372
q0_075,295.910,3.500
face_100,304.051,3.500
q0_100,308.692,3.500
prompt,314.000,5.000
face_050,319.000,1.500
q0_050,321.385,3.500
face_075,333.449,2.628
q0_075,337.474,3.500
face_100,347.577,1.910
q0_100,350.397,3.500
face_000,358.974,3.090
q0_000,362.744,3.500
face_025,368.487,2.013
q0_025,371.949,3.500
prompt,378.782,5.000
face_050,383.782,2.577
q1_050,387.397,3.500
face_000,392.923,3.397
q1_000,397.590,3.500
face_025,405.949,2.731
q1_025,409.744,3.500
face_100,417.013,2.679
q1_100,420.654,3.500
face_075,426.615,3.192
q1_075,431.308,3.500
prompt,439.013,5.000
face_050,444.013,1.756
q1_050,447.244,3.500
face_000,456.692,2.115
q1_000,459.359,3.500
face_025,468.372,2.526
q1_025,471.628,3.500
face_100,478.679,1.705
q1_100,480.885,3.500
face_075,485.974,1.551
q1_075,488.744,3.500
prompt,499.718,5.000
face_050,504.718,2.423
q0_050,508.077,3.500
face_025,519.923,2.064
q0_025,522.590,3.500
face_000,533.128,2.936
q0_000,537.436,3.500
face_075,542.090,2.885
q0_075,546.321,3.500
face_100,550.756,3.295
q0_100,554.679,3.500
