event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_000,60.000,1.705
q0_000,62.615,3.500
face_075,70.974,1.910
q0_075,73.974,3.500
face_025,82.769,2.936
q0_025,86.692,3.500
face_050,91.346,3.090
q0_050,95.449,3.500
face_100,105.551,1.808
q0_100,108.090,3.500
prompt,119.064,5.000
face_025,124.064,3.192
q1_025,128.756,3.500
face_050,139.949,2.167
q1_050,142.923,3.500
face_075,151.064,2.679
q1_075,155.192,3.500
face_000,160.718,2.064
q1_000,164.000,3.500
face_100,169.962,3.397
q1_100,174.474,3.500
prompt,186.538,5.000
face_075,191.538,2.218
q1_075,195.231,3.500
face_000,203.154,2.628
q1_000,206.744,3.500
face_050,217.500,2.731
q1_050,221.013,3.500
face_025,232.859,3.038
q1_025,237.167,3.500
face_100,241.603,2.372
q1_100,245.372,3.500
prompt,252.641,5.000
face_075,257.641,3.449
q0_075,262.462,3.500
face_025,267.769,2.013
q0_025,270.333,3.500
face_100,277.385,2.115
q0_100,280.205,3.500
face_000,287.692,3.141
q0_000,291.692,3.500
face_050,302.231,2.526
q0_050,305.641,3.500
prompt,315.962,5.000
face_100,320.962,3.295
q0_100,325.449,3.500
face_075,331.192,2.885
q0_075,335.141,3.500
face_050,340.231,1.603
q0_050,343.179,3.500
face_025,350.013,3.500
q0_025,354.654,3.500
face_000,366.064,2.577
q0_000,369.321,3.500
prompt,378.987,5.000
face_050,383.987,1.551
q1_050,386.064,3.500
face_000,392.244,2.833
q1_000,395.910,3.500
face_075,403.615,2.782
q1_075,406.897,3.500
face_025,419.179,2.423
q1_025,422.179,3.500
face_100,426.397,2.321
q1_100,429.885,3.500
prompt,436.282,5.000
face_000,441.282,3.244
q1_000,445.154,3.500
face_075,454.603,1.500
q1_075,457.423,3.500
face_100,466.654,1.654
q1_100,469.551,3.500
face_050,482.051,1.756
q1_050,485.231,3.500
face_025,495.115,1.962
q1_025,497.679,3.500
prompt,502.551,5.000
face_075,507.551,2.269
q0_075,510.756,3.500
face_100,519.333,3.346
q0_100,523.436,3.500
face_050,532.449,2.987
q0_050,536.090,3.500
face_025,547.718,2.474
q0_025,551.487,3.500
face_000,555.487,1.859
q0_000,558.385,3.500
