event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_050,60.000,2.423
q1_050,62.974,3.500
face_025,68.064,3.295
q1_025,72.628,3.500
face_100,80.551,2.936
q1_100,84.321,3.500
face_000,89.628,3.038
q1_000,93.808,3.500
face_075,99.769,2.782
q1_075,103.769,3.500
prompt,110.821,5.000
face_100,115.821,3.500
q0_100,120.487,3.500
face_050,129.500,1.910
q0_050,132.808,3.500
face_025,143.128,2.115
q0_025,145.897,3.500
face_000,149.897,2.731
q0_000,153.615,3.500
face_075,165.897,3.449
q0_075,169.949,3.500
prompt,174.385,5.000
face_050,179.385,1.962
q1_050,181.974,3.500
face_100,189.679,2.321
q1_100,193.115,3.500
face_000,203.654,3.397
q1_000,207.987,3.500
face_075,217.872,3.090
q1_075,222.410,3.500
face_025,228.590,2.885
q1_025,232.821,3.500
prompt,237.692,5.000
face_075,242.692,1.654
q0_075,245.359,3.500
face_050,253.500,2.269
q0_050,257.192,3.500
face_000,265.551,1.705
q0_000,268.141,3.500
face_100,279.333,3.141
q0_100,283.333,3.500
face_025,294.090,2.987
q0_025,297.859,3.500
prompt,306.654,5.000
face_075,311.654,1.808
q1_075,314.526,3.500
face_025,319.179,2.833
q1_025,322.974,3.500
face_050,328.500,1.551
q1_050,330.756,3.500
face_000,342.603,2.167
q1_000,346.244,3.500
face_100,357.218,1.603
q1_100,360.115,3.500
prompt,367.385,5.000
face_100,372.385,2.064
q0_100,375.949,3.500
face_050,386.051,3.346
q0_050,390.436,3.500
face_075,400.103,3.244
q0_075,404.077,3.500
face_000,410.692,1.756
q0_000,413.026,3.500
face_025,425.090,1.859
q0_025,427.628,3.500
prompt,431.846,5.000
face_000,436.846,2.474
q0_000,440.641,3.500
face_050,452.051,2.628
q0_050,455.590,3.500
face_025,468.090,2.372
q0_025,471.705,3.500
face_100,478.103,1.500
q0_100,480.359,3.500
face_075,489.590,2.218
q0_075,492.308,3.500
prompt,499.795,5.000
face_000,504.795,2.577
q1_000,507.897,3.500
face_075,519.526,2.013
q1_075,522.910,3.500
face_050,528.654,2.679
q1_050,532.141,3.500
face_100,540.718,2.526
q1_100,544.333,3.500
face_025,553.782,3.192
q1_025,558.167,3.500
