event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_025,60.000,3.346
q0_025,64.846,3.500
face_075,77.128,2.064
q0_075,80.436,3.500
face_000,88.577,1.910
q0_000,91.244,3.500
face_100,100.038,2.423
q0_100,103.397,3.500
face_050,109.141,2.167
q0_050,111.987,3.500
prompt,116.859,5.000
face_075,121.859,3.141
q1_075,125.628,3.500
face_100,133.115,3.244
q1_100,137.449,3.500
face_000,143.628,1.500
q1_000,146.090,3.500
face_025,152.923,2.269
q1_025,156.538,3.500
face_050,163.808,1.551
q1_050,166.397,3.500
prompt,174.103,5.000
face_100,179.103,2.731
q0_100,183.128,3.500
face_050,193.231,2.577
q0_050,197.282,3.500
face_075,201.718,2.936
q0_075,205.513,3.500
face_025,215.397,2.885
q0_025,218.782,3.500
face_000,229.103,1.705
q0_000,232.205,3.500
prompt,237.513,5.000
face_075,242.513,2.372
q1_075,246.333,3.500
face_000,256.000,2.628
q1_000,259.333,3.500
face_050,263.551,3.038
q1_050,267.167,3.500
face_025,272.692,1.756
q1_025,275.641,3.500
face_100,282.692,2.218
q1_100,286.128,3.500
prompt,294.051,5.000
face_075,299.051,2.115
q0_075,301.974,3.500
face_050,311.423,1.808
q0_050,314.603,3.500
face_000,323.615,1.654
q0_000,326.000,3.500
face_100,330.000,2.679
q0_100,333.795,3.500
face_025,345.641,2.526
q0_025,349.308,3.500
prompt,353.962,5.000
face_000,358.962,3.192
q1_000,363.064,3.500
face_100,372.295,3.500
q1_100,377.064,3.500
face_025,385.641,3.397
q1_025,390.205,3.500
face_050,400.962,2.321
q1_050,403.936,3.500
face_075,409.026,3.090
q1_075,412.667,3.500
prompt,423.859,5.000
face_100,428.859,3.295
q0_100,432.936,3.500
face_075,444.346,2.782
q0_075,448.141,3.500
face_000,458.679,2.987
q0_000,462.500,3.500
face_025,473.474,2.013
q0_025,476.808,3.500
face_050,488.872,1.603
q0_050,491.538,3.500
prompt,504.038,5.000
face_050,509.038,1.962
q1_050,511.526,3.500
face_000,517.487,2.474
q1_000,521.385,3.500
face_075,528.000,3.449
q1_075,532.051,3.500
face_025,540.410,1.859
q1_025,543.256,3.500
face_100,554.885,2.833
q1_100,558.603,3.500
