event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_075,60.000,2.679
q1_075,64.128,3.500
face_050,74.449,3.038
q1_050,78.577,3.500
face_100,88.462,1.962
q1_100,91.051,3.500
face_025,96.577,2.013
q1_025,100.013,3.500
face_000,105.103,1.500
q1_000,107.667,3.500
prompt,119.513,5.000
face_100,124.513,2.269
q0_100,127.949,3.500
face_050,137.397,1.551
q0_050,140.449,3.500
face_000,147.282,3.192
q0_000,151.615,3.500
face_025,159.321,1.756
q0_025,162.090,3.500
face_075,166.744,1.654
q0_075,169.000,3.500
prompt,173.000,5.000
face_000,178.000,2.885
q0_000,181.692,3.500
face_100,187.872,2.372
q0_100,191.000,3.500
face_025,202.192,3.346
q0_025,206.269,3.500
face_075,215.282,2.577
q0_075,218.974,3.500
face_050,231.256,3.397
q0_050,235.590,3.500
prompt,244.167,5.000
face_075,249.167,2.936
q1_075,252.654,3.500
face_100,261.885,1.859
q1_100,264.962,3.500
face_025,273.103,3.090
q1_025,276.769,3.500
face_000,287.308,3.244
q1_000,291.795,3.500
face_050,302.551,2.167
q1_050,305.628,3.500
prompt,312.679,5.000
face_000,317.679,2.833
q0_000,321.013,3.500
face_050,326.974,2.423
q0_050,330.667,3.500
face_100,336.410,3.500
q0_100,340.769,3.500
face_025,345.205,2.064
q0_025,348.308,3.500
face_075,357.103,2.782
q0_075,360.590,3.500
prompt,367.205,5.000
face_075,372.205,3.295
q1_075,376.179,3.500
face_000,381.051,1.910
q1_000,383.487,3.500
face_025,395.551,2.218
q1_025,398.962,3.500
face_100,409.064,1.808
q1_100,411.654,3.500
face_050,420.013,1.705
q1_050,423.115,3.500
prompt,428.423,5.000
face_025,433.423,2.987
q1_025,437.244,3.500
face_050,444.731,2.474
q1_050,448.551,3.500
face_000,456.474,3.449
q1_000,461.218,3.500
face_100,473.718,3.141
q1_100,478.333,3.500
face_075,488.000,2.526
q1_075,491.897,3.500
prompt,496.115,5.000
face_100,501.115,2.731
q0_100,504.731,3.500
face_025,516.141,1.603
q0_025,518.397,3.500
face_000,525.667,2.115
q0_000,529.103,3.500
face_075,535.500,2.628
q0_075,539.115,3.500
face_050,550.090,2.321
q0_050,553.372,3.500
