event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_075,60.000,1.756
q0_075,62.718,3.500
face_100,73.910,2.269
q0_100,77.244,3.500
face_000,85.821,2.423
q0_000,88.923,3.500
face_025,95.103,3.038
q0_025,99.256,3.500
face_050,106.090,2.013
q0_050,109.423,3.500
prompt,119.308,5.000
face_000,124.308,1.705
q1_000,126.846,3.500
face_050,132.590,2.987
q1_050,136.615,3.500
face_100,141.923,2.218
q1_100,144.769,3.500
face_025,156.615,3.192
q1_025,160.385,3.500
face_075,167.000,2.782
q1_075,170.923,3.500
prompt,178.410,5.000
face_075,183.410,2.321
q1_075,186.462,3.500
face_100,191.551,3.090
q1_100,195.731,3.500
face_025,207.359,1.910
q1_025,210.051,3.500
face_050,217.103,2.731
q1_050,221.077,3.500
face_000,230.308,1.808
q1_000,233.590,3.500
prompt,239.115,5.000
face_000,244.115,1.962
q0_000,246.679,3.500
face_075,255.474,2.885
q0_075,258.859,3.500
face_025,269.833,1.859
q0_025,272.577,3.500
face_100,282.897,2.115
q0_100,285.667,3.500
face_050,297.077,3.244
q0_050,301.308,3.500
prompt,312.064,5.000
face_025,317.064,1.603
q0_025,319.372,3.500
face_075,331.654,2.372
q0_075,335.474,3.500
face_100,347.974,1.654
q0_100,351.128,3.500
face_000,359.487,2.474
q0_000,363.359,3.500
face_050,370.628,1.500
q0_050,373.038,3.500
prompt,377.474,5.000
face_100,382.474,3.500
q1_100,386.526,3.500
face_025,398.590,3.397
q1_025,403.282,3.500
face_000,407.936,3.141
q1_000,411.885,3.500
face_075,420.897,2.833
q1_075,424.949,3.500
face_050,431.346,2.064
q1_050,434.577,3.500
prompt,444.026,5.000
face_100,449.026,3.449
q0_100,453.487,3.500
face_025,457.705,2.628
q0_025,461.705,3.500
face_050,467.667,2.167
q0_050,471.103,3.500
face_000,481.205,2.679
q0_000,484.821,3.500
face_075,489.692,2.526
q0_075,493.077,3.500
prompt,497.077,5.000
face_025,502.077,3.295
q1_025,506.564,3.500
face_050,516.231,3.346
q1_050,521.000,3.500
face_075,529.141,1.551
q1_075,531.449,3.500
face_100,539.372,2.936
q1_100,543.654,3.500
face_000,554.192,2.577
q1_000,557.295,3.500
