event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_075,60.000,2.423
q1_075,63.487,3.500
face_025,70.756,2.064
q1_025,74.295,3.500
face_100,79.385,2.885
q1_100,82.923,3.500
face_000,87.141,1.705
q1_000,89.551,3.500
face_050,99.654,2.474
q1_050,103.551,3.500
prompt,111.038,5.000
face_025,116.038,1.962
q0_025,119.500,3.500
face_075,123.936,3.500
q0_075,128.192,3.500
face_000,139.385,2.218
q0_000,142.641,3.500
face_050,154.923,3.346
q0_050,158.821,3.500
face_100,167.397,2.372
q0_100,170.885,3.500
prompt,182.949,5.000
face_075,187.949,1.551
q1_075,190.179,3.500
face_100,200.500,2.115
q1_100,203.756,3.500
face_050,212.769,3.038
q1_050,216.718,3.500
face_000,222.462,2.526
q1_000,225.821,3.500
face_025,232.000,1.910
q1_025,235.000,3.500
prompt,242.923,5.000
face_050,247.923,2.833
q0_050,252.000,3.500
face_100,264.500,2.987
q0_100,267.987,3.500
face_025,278.526,2.679
q0_025,281.936,3.500
face_075,291.385,3.141
q0_075,295.128,3.500
face_000,301.090,2.013
q0_000,304.269,3.500
prompt,315.244,5.000
face_075,320.244,2.577
q1_075,323.756,3.500
face_000,327.756,1.756
q1_000,330.397,3.500
face_025,342.244,2.936
q1_025,346.192,3.500
face_050,355.423,1.603
q1_050,357.808,3.500
face_100,364.423,3.295
q1_100,368.705,3.500
prompt,374.013,5.000
face_050,379.013,1.808
q0_050,382.115,3.500
face_075,386.987,2.269
q0_075,389.782,3.500
face_025,396.833,3.192
q0_025,401.397,3.500
face_000,406.051,3.244
q0_000,410.615,3.500
face_100,418.756,3.449
q0_100,423.474,3.500
prompt,429.872,5.000
face_075,434.872,1.500
q0_075,437.564,3.500
face_100,443.090,3.397
q0_100,447.346,3.500
face_025,455.705,2.628
q0_025,459.679,3.500
face_000,467.385,2.731
q0_000,471.077,3.500
face_050,482.705,2.321
q0_050,486.423,3.500
prompt,493.256,5.000
face_025,498.256,1.859
q1_025,501.333,3.500
face_075,511.218,1.654
q1_075,514.321,3.500
face_000,523.987,2.167
q1_000,526.782,3.500
face_050,538.192,3.090
q1_050,541.859,3.500
face_100,550.654,2.782
q1_100,554.244,3.500
