event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_050,60.000,2.679
q0_050,63.359,3.500
face_025,70.410,2.526
q0_025,74.154,3.500
face_000,79.679,1.654
q0_000,82.269,3.500
face_100,92.590,2.731
q0_100,96.205,3.500
face_075,108.705,2.423
q0_075,111.833,3.500
prompt,117.141,5.000
face_025,122.141,3.500
q1_025,127.013,3.500
face_075,137.115,1.551
q1_075,139.731,3.500
face_000,146.564,1.705
q1_000,149.744,3.500
face_100,157.449,2.064
q1_100,160.141,3.500
face_050,172.205,3.346
q1_050,177.051,3.500
prompt,188.026,5.000
face_050,193.026,1.603
q1_050,195.462,3.500
face_100,205.128,2.013
q1_100,207.872,3.500
face_000,216.885,1.808
q1_000,219.885,3.500
face_075,231.731,3.090
q1_075,235.962,3.500
face_025,244.321,2.577
q1_025,247.679,3.500
prompt,259.308,5.000
face_025,264.308,2.115
q0_025,267.179,3.500
face_075,271.397,3.397
q0_075,275.910,3.500
face_100,288.192,1.910
q0_100,290.628,3.500
face_050,295.718,2.833
q0_050,299.128,3.500
face_000,310.538,2.474
q0_000,314.308,3.500
prompt,318.308,5.000
face_000,323.308,2.628
q0_000,327.256,3.500
face_100,334.744,1.962
q0_100,338.051,3.500
face_050,344.231,3.038
q0_050,348.538,3.500
face_025,357.769,2.936
q0_025,361.308,3.500
face_075,369.231,1.756
q0_075,371.897,3.500
prompt,382.436,5.000
face_100,387.436,3.449
q1_100,391.692,3.500
face_075,401.141,2.167
q1_075,404.295,3.500
face_025,415.487,3.192
q1_025,419.333,3.500
face_050,423.987,2.372
q1_050,427.397,3.500
face_000,436.192,1.859
q1_000,438.603,3.500
prompt,443.474,5.000
face_075,448.474,1.500
q1_075,451.064,3.500
face_000,459.641,2.987
q1_000,463.128,3.500
face_050,470.397,3.141
q1_050,474.962,3.500
face_100,480.923,2.885
q1_100,484.821,3.500
face_025,494.705,2.321
q1_025,498.192,3.500
prompt,504.808,5.000
face_100,509.808,3.295
q0_100,514.551,3.500
face_075,525.308,2.269
q0_075,528.436,3.500
face_000,532.872,3.244
q0_000,537.359,3.500
face_050,543.756,2.218
q0_050,547.372,3.500
face_025,555.513,2.782
q0_025,559.256,3.500
