event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_100,60.000,3.346
q1_100,64.308,3.500
face_000,71.795,1.910
q1_000,74.949,3.500
face_025,80.910,2.423
q1_025,84.244,3.500
face_075,95.436,2.987
q1_075,99.718,3.500
face_050,108.077,3.090
q1_050,111.846,3.500
prompt,123.692,5.000
face_100,128.692,2.321
q0_100,132.513,3.500
face_050,139.346,2.628
q0_050,142.910,3.500
face_000,148.218,2.577
q0_000,151.654,3.500
face_075,160.667,1.654
q0_075,163.667,3.500
face_025,168.103,1.603
q0_025,170.487,3.500
prompt,181.026,5.000
face_025,186.026,3.244
q1_025,190.462,3.500
face_000,201.872,1.808
q1_000,204.846,3.500
face_100,210.590,3.295
q1_100,214.615,3.500
face_075,226.679,2.218
q1_075,229.500,3.500
face_050,233.718,3.141
q1_050,237.923,3.500
prompt,245.628,5.000
face_100,250.628,2.679
q0_100,253.859,3.500
face_075,263.308,2.064
q0_075,266.410,3.500
face_000,273.462,2.936
q0_000,277.103,3.500
face_025,286.769,1.962
q0_025,289.359,3.500
face_050,295.756,3.397
q0_050,299.679,3.500
prompt,311.308,5.000
face_100,316.308,2.833
q1_100,319.795,3.500
face_000,325.321,1.756
q1_000,328.397,3.500
face_025,334.577,2.731
q1_025,338.526,3.500
face_075,348.410,3.449
q1_075,352.872,3.500
face_050,365.154,2.372
q1_050,368.949,3.500
prompt,379.269,5.000
face_000,384.269,2.269
q0_000,387.115,3.500
face_025,392.205,2.115
q0_025,395.077,3.500
face_075,407.577,3.192
q0_075,411.603,3.500
face_050,420.833,1.500
q0_050,422.833,3.500
face_100,430.103,2.474
q0_100,433.564,3.500
prompt,443.667,5.000
face_100,448.667,1.859
q1_100,451.974,3.500
face_075,462.949,2.526
q1_075,466.615,3.500
face_050,475.192,2.167
q1_050,478.474,3.500
face_025,486.615,2.885
q1_025,490.769,3.500
face_000,494.769,2.013
q1_000,497.590,3.500
prompt,504.205,5.000
face_075,509.205,3.500
q0_075,514.103,3.500
face_000,518.756,2.782
q0_000,522.628,3.500
face_100,531.423,1.551
q0_100,533.859,3.500
face_025,538.731,3.038
q0_025,543.141,3.500
face_050,551.064,1.705
q0_050,554.244,3.500
