event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_025,60.000,1.756
q1_025,62.692,3.500
face_075,69.962,3.090
q1_075,74.372,3.500
face_100,79.679,2.372
q1_100,83.141,3.500
face_000,93.462,2.782
q1_000,96.821,3.500
face_050,108.231,3.346
q1_050,112.795,3.500
prompt,121.154,5.000
face_100,126.154,3.038
q0_100,130.103,3.500
face_050,134.103,1.705
q0_050,136.564,3.500
face_000,147.756,1.654
q0_000,150.449,3.500
face_025,162.513,1.910
q0_025,165.231,3.500
face_075,173.154,3.192
q0_075,177.205,3.500
prompt,183.603,5.000
face_100,188.603,2.679
q1_100,192.731,3.500
face_000,196.949,2.987
q1_000,201.179,3.500
face_050,212.808,3.500
q1_050,217.141,3.500
face_025,224.628,2.064
q1_025,227.474,3.500
face_075,238.013,2.833
q1_075,242.218,3.500
prompt,249.269,5.000
face_050,254.269,2.218
q0_050,257.192,3.500
face_075,269.038,2.423
q0_075,272.628,3.500
face_000,279.244,2.013
q0_000,282.397,3.500
face_100,288.141,3.244
q0_100,292.885,3.500
face_025,298.410,1.962
q0_025,301.359,3.500
prompt,309.936,5.000
face_100,314.936,3.295
q0_100,318.731,3.500
face_000,323.385,2.628
q0_000,327.128,3.500
face_075,333.962,2.526
q0_075,337.756,3.500
face_025,350.256,2.269
q0_025,353.923,3.500
face_050,363.808,3.141
q0_050,368.244,3.500
prompt,377.256,5.000
face_075,382.256,1.500
q1_075,384.641,3.500
face_000,392.346,2.115
q1_000,395.885,3.500
face_025,408.167,3.397
q1_025,412.295,3.500
face_050,417.385,2.321
q1_050,420.385,3.500
face_100,431.141,2.577
q1_100,434.269,3.500
prompt,438.705,5.000
face_000,443.705,1.603
q1_000,445.910,3.500
face_075,455.577,1.808
q1_075,458.346,3.500
face_100,464.526,2.885
q1_100,468.885,3.500
face_025,477.026,1.551
q1_025,479.590,3.500
face_050,484.462,1.859
q1_050,487.385,3.500
prompt,496.179,5.000
face_075,501.179,2.936
q0_075,504.744,3.500
face_100,514.192,2.731
q0_100,518.269,3.500
face_025,524.231,3.449
q0_025,528.205,3.500
face_000,539.179,2.167
q0_000,542.000,3.500
face_050,552.103,2.474
q0_050,555.769,3.500
