event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_000,60.000,2.064
q0_000,63.436,3.500
face_025,68.526,1.603
q0_025,70.654,3.500
face_050,79.667,2.218
q0_050,82.821,3.500
face_100,88.564,3.038
q0_100,92.436,3.500
face_075,97.744,1.756
q0_075,100.923,3.500
prompt,105.795,5.000
face_025,110.795,3.090
q1_025,114.615,3.500
face_100,123.192,3.192
q1_100,127.449,3.500
face_075,138.859,2.987
q1_075,143.321,3.500
face_000,149.936,2.577
q1_000,153.474,3.500
face_050,162.269,2.731
q1_050,166.244,3.500
prompt,172.423,5.000
face_100,177.423,2.167
q0_100,180.295,3.500
face_025,192.141,2.269
q0_025,195.859,3.500
face_075,201.821,2.782
q0_075,205.692,3.500
face_000,215.577,2.474
q0_000,218.731,3.500
face_050,226.000,2.115
q0_050,228.692,3.500
prompt,238.795,5.000
face_025,243.795,1.705
q1_025,246.692,3.500
face_050,252.218,2.321
q1_050,255.526,3.500
face_100,263.013,3.449
q1_100,267.346,3.500
face_075,278.103,3.397
q1_075,283.000,3.500
face_000,289.397,1.500
q1_000,292.218,3.500
prompt,302.538,5.000
face_075,307.538,3.244
q1_075,311.385,3.500
face_025,322.359,1.808
q1_025,325.564,3.500
face_000,337.628,2.526
q1_000,341.449,3.500
face_100,349.590,1.654
q1_100,352.154,3.500
face_050,362.692,1.859
q1_050,365.590,3.500
prompt,373.949,5.000
face_100,378.949,1.962
q0_100,381.564,3.500
face_025,390.795,2.679
q0_025,394.590,3.500
face_050,406.872,1.910
q0_050,409.590,3.500
face_075,420.782,2.885
q0_075,425.013,3.500
face_000,429.667,1.551
q0_000,431.718,3.500
prompt,441.167,5.000
face_100,446.167,3.346
q1_100,450.654,3.500
face_075,460.321,2.013
q1_075,462.962,3.500
face_025,466.962,2.423
q1_025,470.551,3.500
face_000,483.051,2.628
q1_000,486.692,3.500
face_050,493.526,2.936
q1_050,497.013,3.500
prompt,501.231,5.000
face_025,506.231,3.500
q0_025,510.949,3.500
face_100,518.000,3.295
q0_100,522.051,3.500
face_000,526.487,2.372
q0_000,529.718,3.500
face_075,537.423,3.141
q0_075,541.833,3.500
face_050,553.462,2.833
q0_050,557.077,3.500
