event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_075,60.000,2.321
q0_075,63.205,3.500
face_050,70.474,2.372
q0_050,73.962,3.500
face_025,85.590,1.910
q0_025,88.103,3.500
face_000,96.897,1.603
q0_000,99.692,3.500
face_100,108.269,2.936
q0_100,112.423,3.500
prompt,119.038,5.000
face_025,124.038,1.859
q1_025,126.526,3.500
face_100,131.615,3.346
q1_100,135.872,3.500
face_000,143.577,1.654
q1_000,146.526,3.500
face_075,152.269,3.500
q1_075,156.756,3.500
face_050,164.244,1.808
q1_050,166.628,3.500
prompt,175.641,5.000
face_025,180.641,2.115
q1_025,183.821,3.500
face_100,189.346,3.038
q1_100,193.115,3.500
face_075,205.615,1.756
q1_075,208.410,3.500
face_000,214.590,2.833
q1_000,218.846,3.500
face_050,228.077,2.577
q1_050,231.179,3.500
prompt,236.051,5.000
face_025,241.051,2.731
q0_025,244.282,3.500
face_050,248.282,2.218
q0_050,251.744,3.500
face_075,264.026,1.500
q0_075,266.487,3.500
face_000,274.410,3.141
q0_000,278.897,3.500
face_100,285.295,3.295
q0_100,289.141,3.500
prompt,299.026,5.000
face_100,304.026,3.397
q1_100,308.359,3.500
face_025,318.679,2.987
q1_025,322.500,3.500
face_050,333.910,1.551
q1_050,336.115,3.500
face_075,344.256,2.013
q1_075,347.769,3.500
face_000,358.744,2.885
q1_000,362.949,3.500
prompt,373.487,5.000
face_050,378.487,2.474
q0_050,382.359,3.500
face_000,391.808,2.526
q0_000,395.192,3.500
face_100,405.949,2.628
q0_100,409.282,3.500
face_025,413.500,2.423
q0_025,416.936,3.500
face_075,422.244,3.090
q0_075,426.782,3.500
prompt,435.141,5.000
face_000,440.141,3.449
q1_000,444.731,3.500
face_025,456.795,2.064
q1_025,459.949,3.500
face_100,469.615,2.167
q1_100,472.949,3.500
face_050,478.910,1.705
q1_050,482.090,3.500
face_075,486.744,2.782
q1_075,490.897,3.500
prompt,497.949,5.000
face_075,502.949,3.244
q0_075,507.000,3.500
face_025,513.833,2.679
q0_025,517.192,3.500
face_000,521.628,3.192
q0_000,525.603,3.500
face_050,536.795,1.962
q0_050,540.026,3.500
face_100,551.872,2.269
q0_100,554.897,3.500
