event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_075,60.000,2.372
q0_075,63.718,3.500
face_000,69.462,2.321
q0_000,72.538,3.500
face_050,76.538,1.551
q0_050,79.103,3.500
face_025,85.936,2.628
q0_025,89.679,3.500
face_100,99.128,3.244
q0_100,103.744,3.500
prompt,109.705,5.000
face_050,114.705,1.500
q1_050,117.705,3.500
face_100,122.795,2.679
q1_100,126.077,3.500
face_075,137.269,2.885
q1_075,141.397,3.500
face_000,150.192,1.705
q1_000,152.449,3.500
face_025,160.808,2.064
q1_025,164.192,3.500
prompt,173.205,5.000
face_050,178.205,2.423
q1_050,181.846,3.500
face_025,194.346,1.859
q1_025,197.167,3.500
face_000,206.397,2.167
q1_000,209.731,3.500
face_075,217.654,2.936
q1_075,221.449,3.500
face_100,232.859,1.603
q1_100,235.141,3.500
prompt,239.577,5.000
face_025,244.577,3.295
q0_025,248.910,3.500
face_100,253.782,1.654
q0_100,256.423,3.500
face_075,266.308,2.218
q0_075,269.231,3.500
face_000,276.936,1.910
q0_000,279.987,3.500
face_050,288.128,3.090
q0_050,292.513,3.500
prompt,304.795,5.000
face_025,309.795,3.346
q1_025,314.333,3.500
face_000,320.731,3.141
q1_000,324.526,3.500
face_075,330.705,2.782
q1_075,334.269,3.500
face_100,344.590,2.833
q1_100,347.923,3.500
face_050,359.769,3.449
q1_050,364.282,3.500
prompt,371.769,5.000
face_075,376.769,3.500
q0_075,381.744,3.500
face_000,385.962,2.987
q0_000,390.038,3.500
face_050,400.577,2.115
q0_050,404.115,3.500
face_025,408.769,3.038
q0_025,412.692,3.500
face_100,419.744,2.269
q0_100,422.846,3.500
prompt,432.513,5.000
face_075,437.513,2.731
q1_075,440.872,3.500
face_050,451.846,2.577
q1_050,455.000,3.500
face_000,460.308,3.397
q1_000,464.436,3.500
face_100,471.051,1.808
q1_100,474.256,3.500
face_025,484.359,2.013
q1_025,487.308,3.500
prompt,498.064,5.000
face_000,503.064,2.474
q0_000,506.064,3.500
face_025,513.333,1.962
q0_025,516.205,3.500
face_075,524.782,1.756
q0_075,527.808,3.500
face_100,533.333,3.192
q0_100,537.333,3.500
face_050,549.397,2.526
q0_050,553.372,3.500
