event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_000,60.000,2.679
q1_000,63.949,3.500
face_050,75.577,3.295
q1_050,79.679,3.500
face_075,87.385,2.321
q1_075,91.051,3.500
face_100,96.795,3.449
q1_100,100.897,3.500
face_025,106.205,2.115
q1_025,109.282,3.500
prompt,114.154,5.000
face_000,119.154,1.859
q0_000,121.513,3.500
face_075,127.038,2.526
q0_075,130.090,3.500
face_100,140.628,3.192
q0_100,144.731,3.500
face_050,156.577,2.833
q0_050,160.808,3.500
face_025,173.090,2.782
q0_025,176.551,3.500
prompt,184.692,5.000
face_000,189.692,2.372
q0_000,192.769,3.500
face_050,199.167,1.962
q0_050,202.013,3.500
face_025,206.449,2.628
q0_025,210.167,3.500
face_075,222.231,2.474
q0_075,225.436,3.500
face_100,232.487,2.936
q0_100,236.179,3.500
prompt,244.756,5.000
face_025,249.756,3.346
q1_025,253.654,3.500
face_050,258.744,2.218
q1_050,262.410,3.500
face_075,273.821,2.167
q1_075,277.103,3.500
face_000,285.026,1.808
q1_000,287.974,3.500
face_100,291.974,3.244
q1_100,296.436,3.500
prompt,303.269,5.000
face_075,308.269,2.013
q0_075,311.705,3.500
face_025,315.923,1.756
q0_025,319.154,3.500
face_100,323.808,2.577
q0_100,327.321,3.500
face_000,334.590,1.551
q0_000,337.641,3.500
face_050,344.256,2.731
q0_050,348.231,3.500
prompt,358.987,5.000
face_025,363.987,1.603
q1_025,366.654,3.500
face_075,377.628,1.500
q1_075,379.987,3.500
face_050,388.346,1.910
q1_050,391.551,3.500
face_000,401.654,3.090
q1_000,405.936,3.500
face_100,416.256,2.987
q1_100,419.846,3.500
prompt,429.513,5.000
face_075,434.513,2.269
q1_075,437.949,3.500
face_100,445.436,2.064
q1_100,448.333,3.500
face_050,457.128,1.654
q1_050,459.769,3.500
face_000,468.782,2.885
q1_000,472.987,3.500
face_025,482.872,3.038
q1_025,486.923,3.500
prompt,499.423,5.000
face_050,504.423,3.397
q0_050,508.397,3.500
face_100,519.590,3.500
q0_100,524.128,3.500
face_025,533.577,3.141
q0_025,537.500,3.500
face_000,543.679,1.705
q0_000,546.013,3.500
face_075,551.974,2.423
q0_075,555.769,3.500
