event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_075,60.000,2.269
q0_075,62.897,3.500
face_000,75.179,2.526
q0_000,78.231,3.500
face_100,84.192,2.782
q0_100,88.090,3.500
face_050,99.936,2.218
q0_050,103.423,3.500
face_025,115.923,1.551
q0_025,118.949,3.500
prompt,128.833,5.000
face_075,133.833,2.577
q1_075,137.244,3.500
face_025,148.872,1.756
q1_025,151.128,3.500
face_050,160.359,2.372
q1_050,163.462,3.500
face_100,172.474,1.654
q1_100,175.449,3.500
face_000,180.538,3.397
q1_000,185.333,3.500
prompt,191.513,5.000
face_075,196.513,2.064
q1_075,199.615,3.500
face_050,206.013,3.038
q1_050,209.603,3.500
face_025,216.436,1.603
q1_025,219.026,3.500
face_100,228.692,3.141
q1_100,232.513,3.500
face_000,237.167,2.474
q1_000,240.936,3.500
prompt,252.346,5.000
face_050,257.346,3.346
q0_050,261.449,3.500
face_075,268.500,2.167
q0_075,271.577,3.500
face_100,283.641,2.321
q0_100,286.974,3.500
face_000,294.679,1.859
q0_000,297.192,3.500
face_025,301.192,2.987
q0_025,305.679,3.500
prompt,316.218,5.000
face_050,321.218,1.910
q0_050,324.321,3.500
face_075,331.590,1.962
q0_075,334.359,3.500
face_000,339.231,3.244
q0_000,343.923,3.500
face_025,352.064,3.500
q0_025,356.654,3.500
face_100,366.756,3.090
q0_100,371.064,3.500
prompt,378.551,5.000
face_050,383.551,2.423
q1_050,387.141,3.500
face_025,396.590,3.449
q1_025,400.923,3.500
face_100,406.667,1.808
q1_100,409.821,3.500
face_000,420.795,2.936
q1_000,424.308,3.500
face_075,428.744,2.885
q1_075,432.564,3.500
prompt,443.321,5.000
face_100,448.321,2.115
q1_100,451.218,3.500
face_000,456.744,2.731
q1_000,460.615,3.500
face_075,471.808,2.628
q1_075,475.808,3.500
face_050,486.128,1.705
q1_050,488.795,3.500
face_025,497.590,2.833
q1_025,501.846,3.500
prompt,507.154,5.000
face_100,512.154,3.295
q0_100,516.308,3.500
face_000,524.885,3.192
q0_000,529.321,3.500
face_025,533.538,2.013
q0_025,536.615,3.500
face_075,543.231,1.500
q0_075,545.436,3.500
face_050,553.359,2.679
q0_050,556.641,3.500
