event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_100,60.000,3.038
q1_100,64.513,3.500
face_025,76.795,2.474
q1_025,80.385,3.500
face_050,89.397,3.295
q1_050,93.756,3.500
face_000,102.551,2.167
q1_000,105.218,3.500
face_075,112.269,1.962
q1_075,115.603,3.500
prompt,120.256,5.000
face_100,125.256,2.064
q0_100,127.846,3.500
face_050,131.846,2.526
q0_050,135.718,3.500
face_075,147.128,3.346
q0_075,151.077,3.500
face_000,160.744,1.705
q0_000,163.000,3.500
face_025,168.090,2.269
q0_025,171.346,3.500
prompt,179.051,5.000
face_025,184.051,2.577
q1_025,187.282,3.500
face_000,198.910,3.192
q1_000,203.423,3.500
face_075,215.923,3.500
q1_075,220.205,3.500
face_100,228.128,3.244
q1_100,232.282,3.500
face_050,236.718,1.910
q1_050,240.128,3.500
prompt,248.487,5.000
face_000,253.487,1.603
q0_000,255.821,3.500
face_075,265.705,2.833
q0_075,269.167,3.500
face_050,279.923,1.551
q0_050,282.641,3.500
face_100,290.128,2.628
q0_100,293.846,3.500
face_025,305.910,2.885
q0_025,309.987,3.500
prompt,317.256,5.000
face_000,322.256,1.756
q1_000,325.026,3.500
face_050,331.205,2.936
q1_050,335.103,3.500
face_025,343.244,2.115
q1_025,346.064,3.500
face_075,355.513,2.423
q1_075,359.231,3.500
face_100,369.333,2.679
q1_100,372.590,3.500
prompt,379.423,5.000
face_025,384.423,1.859
q0_025,387.423,3.500
face_000,396.654,2.218
q0_000,399.705,3.500
face_075,406.321,2.987
q0_075,410.526,3.500
face_050,416.269,1.654
q0_050,419.192,3.500
face_100,431.038,2.731
q0_100,434.654,3.500
prompt,445.192,5.000
face_100,450.192,2.372
q1_100,453.603,3.500
face_050,460.000,2.013
q1_050,463.462,3.500
face_000,468.987,3.449
q1_000,473.859,3.500
face_075,482.436,2.782
q1_075,486.615,3.500
face_025,491.923,1.808
q1_025,494.974,3.500
prompt,506.167,5.000
face_050,511.167,3.397
q0_050,515.500,3.500
face_000,526.474,1.500
q0_000,528.731,3.500
face_075,534.692,3.141
q0_075,538.692,3.500
face_025,549.013,3.090
q0_025,552.782,3.500
face_100,557.000,2.321
q0_100,560.128,3.500
