event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_100,60.000,2.526
q0_100,63.308,3.500
face_075,67.308,2.013
q0_075,70.513,3.500
face_050,83.013,3.500
q0_050,87.269,3.500
face_025,92.141,1.654
q0_025,94.910,3.500
face_000,107.192,1.603
q0_000,109.962,3.500
prompt,121.590,5.000
face_075,126.590,2.218
q1_075,129.513,3.500
face_025,138.744,3.192
q1_025,142.436,3.500
face_100,147.744,2.167
q1_100,150.564,3.500
face_050,161.974,2.679
q1_050,166.103,3.500
face_000,175.115,1.859
q1_000,177.833,3.500
prompt,182.923,5.000
face_075,187.923,3.449
q0_075,192.769,3.500
face_000,198.513,2.115
q0_000,202.103,3.500
face_025,209.808,3.397
q0_025,214.526,3.500
face_100,221.795,1.808
q0_100,224.154,3.500
face_050,234.474,3.346
q0_050,238.346,3.500
prompt,249.321,5.000
face_075,254.321,2.782
q1_075,258.038,3.500
face_100,267.487,2.731
q1_100,271.026,3.500
face_000,276.987,1.962
q1_000,279.962,3.500
face_050,288.756,3.244
q1_050,292.628,3.500
face_025,300.115,2.423
q1_025,303.962,3.500
prompt,310.359,5.000
face_100,315.359,1.705
q1_100,318.026,3.500
face_050,328.128,2.474
q1_050,331.872,3.500
face_025,338.487,1.500
q1_025,340.897,3.500
face_000,352.744,2.577
q1_000,356.821,3.500
face_075,364.962,2.936
q1_075,369.192,3.500
prompt,374.718,5.000
face_025,379.718,2.269
q0_025,383.333,3.500
face_050,393.000,3.090
q0_050,396.923,3.500
face_075,403.756,1.910
q0_075,406.808,3.500
face_000,414.731,3.295
q0_000,419.397,3.500
face_100,427.974,3.038
q0_100,431.744,3.500
prompt,436.397,5.000
face_075,441.397,2.987
q0_075,445.372,3.500
face_000,455.256,1.551
q0_000,457.385,3.500
face_100,468.577,2.064
q0_100,471.885,3.500
face_050,478.936,2.321
q0_050,481.936,3.500
face_025,486.372,2.885
q0_025,489.859,3.500
prompt,500.397,5.000
face_025,505.397,2.833
q1_025,509.449,3.500
face_050,521.513,3.141
q1_050,525.538,3.500
face_100,533.897,2.628
q1_100,537.590,3.500
face_000,543.769,1.756
q1_000,546.564,3.500
face_075,550.782,2.372
q1_075,554.244,3.500
