event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_100,60.000,3.244
q1_100,63.846,3.500
face_025,73.949,1.756
q1_025,77.103,3.500
face_050,82.628,2.013
q1_050,85.551,3.500
face_075,89.987,3.397
q1_075,94.115,3.500
face_000,101.167,1.500
q1_000,103.808,3.500
prompt,109.987,5.000
face_025,114.987,2.372
q0_025,118.628,3.500
face_075,127.423,2.064
q0_075,130.115,3.500
face_050,138.256,2.936
q0_050,142.231,3.500
face_000,150.808,2.731
q0_000,154.731,3.500
face_100,162.000,2.577
q0_100,165.410,3.500
prompt,174.859,5.000
face_000,179.859,1.603
q1_000,182.782,3.500
face_025,191.795,2.269
q1_025,195.051,3.500
face_050,202.974,3.346
q1_050,207.744,3.500
face_100,217.410,1.808
q1_100,219.974,3.500
face_075,230.295,2.987
q1_075,234.372,3.500
prompt,245.564,5.000
face_000,250.564,2.833
q0_000,254.769,3.500
face_050,262.474,1.551
q0_050,264.705,3.500
face_100,277.205,3.141
q0_100,281.308,3.500
face_075,293.372,3.500
q0_075,297.423,3.500
face_025,302.295,3.295
q0_025,306.474,3.500
prompt,310.474,5.000
face_100,315.474,2.782
q1_100,319.269,3.500
face_025,324.577,1.859
q1_025,327.372,3.500
face_000,331.590,2.321
q1_000,334.974,3.500
face_050,346.821,2.885
q1_050,350.205,3.500
face_075,359.436,2.423
q1_075,362.513,3.500
prompt,368.474,5.000
face_025,373.474,3.038
q0_025,377.038,3.500
face_050,387.577,2.679
q0_050,391.064,3.500
face_075,401.821,2.474
q0_075,405.410,3.500
face_000,412.244,3.192
q0_000,416.885,3.500
face_100,421.538,1.654
q0_100,423.769,3.500
prompt,433.654,5.000
face_025,438.654,2.526
q0_025,442.526,3.500
face_100,447.615,2.628
q0_100,451.462,3.500
face_050,458.077,2.167
q0_050,461.718,3.500
face_075,470.077,1.705
q0_075,472.487,3.500
face_000,483.462,1.910
q0_000,486.667,3.500
prompt,498.949,5.000
face_025,503.949,1.962
q1_025,506.692,3.500
face_075,518.103,3.449
q1_075,522.410,3.500
face_100,534.038,2.218
q1_100,537.500,3.500
face_000,543.897,3.090
q1_000,548.487,3.500
face_050,555.974,2.115
q1_050,559.256,3.500
