event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_000,60.000,2.833
q1_000,63.590,3.500
face_075,70.205,2.321
q1_075,73.615,3.500
face_050,80.667,1.654
q1_050,83.538,3.500
face_100,92.333,2.987
q1_100,96.564,3.500
face_025,102.090,2.167
q1_025,105.321,3.500
prompt,114.769,5.000
face_100,119.769,3.500
q0_100,124.641,3.500
face_050,133.000,2.423
q0_050,136.385,3.500
face_075,144.526,1.910
q0_075,147.474,3.500
face_025,156.705,2.936
q0_025,160.321,3.500
face_000,172.385,2.064
q0_000,175.462,3.500
prompt,180.551,5.000
face_100,185.551,2.885
q1_100,189.885,3.500
face_025,193.885,3.141
q1_025,198.423,3.500
face_075,204.167,2.372
q1_075,207.346,3.500
face_000,218.974,3.449
q1_000,223.744,3.500
face_050,235.590,2.731
q1_050,239.308,3.500
prompt,250.064,5.000
face_075,255.064,1.705
q0_075,257.474,3.500
face_000,269.756,2.679
q0_000,273.167,3.500
face_025,281.744,2.782
q0_025,285.077,3.500
face_100,296.269,3.090
q0_100,300.192,3.500
face_050,307.897,3.038
q0_050,311.795,3.500
prompt,322.333,5.000
face_000,327.333,2.526
q1_000,330.487,3.500
face_050,337.756,1.756
q1_050,340.936,3.500
face_100,351.038,2.628
q1_100,354.782,3.500
face_025,361.179,2.577
q1_025,364.359,3.500
face_075,373.372,1.859
q1_075,376.705,3.500
prompt,381.359,5.000
face_025,386.359,1.500
q0_025,389.154,3.500
face_100,393.372,3.346
q0_100,397.295,3.500
face_075,403.474,1.603
q0_075,406.423,3.500
face_000,412.385,2.013
q0_000,415.333,3.500
face_050,423.256,2.269
q0_050,427.026,3.500
prompt,436.692,5.000
face_025,441.692,2.218
q1_025,445.103,3.500
face_075,457.603,2.474
q1_075,461.218,3.500
face_050,472.192,1.551
q1_050,474.244,3.500
face_000,484.564,3.295
q1_000,488.769,3.500
face_100,500.179,3.244
q1_100,504.590,3.500
prompt,514.474,5.000
face_100,519.474,3.397
q0_100,524.141,3.500
face_075,529.013,3.192
q0_075,532.859,3.500
face_025,537.295,1.808
q0_025,539.987,3.500
face_000,545.295,2.115
q0_000,548.192,3.500
face_050,555.026,1.962
q0_050,557.513,3.500
