event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_000,60.000,2.269
q1_000,62.897,3.500
face_100,73.872,2.833
q1_100,78.103,3.500
face_075,88.859,2.526
q1_075,92.423,3.500
face_050,101.654,2.885
q1_050,105.551,3.500
face_025,113.256,3.346
q1_025,117.385,3.500
prompt,127.487,5.000
face_050,132.487,1.603
q0_050,134.897,3.500
face_000,139.769,2.115
q0_000,142.564,3.500
face_075,150.923,1.962
q0_075,154.000,3.500
face_100,166.064,2.936
q0_100,170.244,3.500
face_025,178.821,2.013
q0_025,181.769,3.500
prompt,189.038,5.000
face_050,194.038,2.321
q1_050,197.859,3.500
face_025,206.654,3.397
q1_025,211.269,3.500
face_100,218.321,1.551
q1_100,221.321,3.500
face_000,232.949,1.756
q1_000,236.051,3.500
face_075,242.449,2.218
q1_075,245.859,3.500
prompt,258.141,5.000
face_075,263.141,2.064
q0_075,266.064,3.500
face_000,270.064,3.244
q0_000,274.269,3.500
face_050,285.679,2.987
q0_050,289.321,3.500
face_025,294.846,1.500
q0_025,296.897,3.500
face_100,307.436,3.090
q0_100,311.282,3.500
prompt,315.500,5.000
face_050,320.500,3.141
q1_050,324.167,3.500
face_100,330.782,1.808
q1_100,333.679,3.500
face_025,339.859,3.192
q1_025,343.782,3.500
face_000,353.231,1.910
q1_000,355.744,3.500
face_075,363.885,2.372
q1_075,367.577,3.500
prompt,372.885,5.000
face_000,377.885,1.654
q0_000,380.705,3.500
face_025,387.538,2.679
q0_025,391.359,3.500
face_050,395.795,2.782
q0_050,399.410,3.500
face_100,409.295,2.474
q0_100,413.244,3.500
face_075,423.564,2.577
q0_075,426.641,3.500
prompt,431.295,5.000
face_000,436.295,1.705
q0_000,438.885,3.500
face_075,450.731,2.167
q0_075,454.192,3.500
face_050,459.936,3.038
q0_050,463.962,3.500
face_025,473.628,2.423
q0_025,476.962,3.500
face_100,484.885,2.731
q0_100,488.885,3.500
prompt,493.974,5.000
face_000,498.974,2.628
q1_000,502.179,3.500
face_075,509.667,3.295
q1_075,513.667,3.500
face_050,524.859,3.500
q1_050,529.731,3.500
face_025,535.692,3.449
q1_025,540.205,3.500
face_100,549.218,1.859
q1_100,552.500,3.500
