event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_000,60.000,3.500
q0_000,65.000,3.500
face_025,71.833,2.218
q0_025,74.577,3.500
face_100,86.859,2.679
q0_100,90.962,3.500
face_050,95.179,2.833
q0_050,98.923,3.500
face_075,110.115,1.551
q0_075,113.038,3.500
prompt,120.526,5.000
face_050,125.526,2.577
q1_050,129.346,3.500
face_025,134.654,2.064
q1_025,137.936,3.500
face_075,147.167,3.244
q1_075,151.269,3.500
face_000,160.064,2.115
q1_000,163.013,3.500
face_100,167.013,2.731
q1_100,171.192,3.500
prompt,181.949,5.000
face_025,186.949,2.885
q0_025,191.128,3.500
face_100,201.667,3.090
q0_100,205.462,3.500
face_050,216.436,3.397
q0_050,220.385,3.500
face_000,231.795,1.654
q0_000,234.564,3.500
face_075,246.410,2.628
q0_075,249.769,3.500
prompt,258.128,5.000
face_075,263.128,1.705
q1_075,266.000,3.500
face_100,271.962,3.346
q1_100,276.346,3.500
face_000,286.449,2.936
q1_000,289.987,3.500
face_050,295.077,3.192
q1_050,299.615,3.500
face_025,312.115,3.038
q1_025,316.218,3.500
prompt,322.397,5.000
face_050,327.397,1.859
q1_050,330.346,3.500
face_025,336.090,3.295
q1_025,340.705,3.500
face_075,346.231,3.141
q1_075,350.308,3.500
face_000,361.936,2.372
q1_000,364.936,3.500
face_100,374.603,2.423
q1_100,378.423,3.500
prompt,386.346,5.000
face_025,391.346,2.526
q0_025,395.013,3.500
face_075,401.628,1.603
q0_075,404.115,3.500
face_050,408.987,2.474
q0_050,412.731,3.500
face_100,423.051,1.500
q0_100,426.026,3.500
face_000,432.423,2.269
q0_000,435.885,3.500
prompt,444.897,5.000
face_025,449.897,2.013
q1_025,452.410,3.500
face_050,459.679,2.321
q1_050,462.654,3.500
face_075,467.090,1.962
q1_075,469.833,3.500
face_000,477.974,2.167
q1_000,480.821,3.500
face_100,489.397,1.756
q1_100,491.910,3.500
prompt,498.962,5.000
face_050,503.962,1.808
q0_050,506.756,3.500
face_000,516.205,1.910
q0_000,519.077,3.500
face_100,531.141,2.782
q0_100,534.936,3.500
face_075,544.821,2.987
q0_075,548.385,3.500
face_025,553.038,3.449
q0_025,557.295,3.500
