event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_100,60.000,3.346
q1_100,64.436,3.500
face_025,74.538,2.013
q1_025,77.821,3.500
face_075,87.705,2.423
q1_075,91.269,3.500
face_000,99.846,2.115
q1_000,103.333,3.500
face_050,107.333,2.731
q1_050,110.949,3.500
prompt,123.231,5.000
face_100,128.231,2.936
q0_100,131.769,3.500
face_025,142.526,1.910
q0_025,145.397,3.500
face_000,149.615,3.038
q0_000,153.282,3.500
face_050,165.128,1.962
q0_050,168.256,3.500
face_075,172.692,3.141
q0_075,177.333,3.500
prompt,185.256,5.000
face_075,190.256,2.885
q1_075,193.974,3.500
face_000,203.641,2.526
q1_000,207.077,3.500
face_050,212.167,3.397
q1_050,216.295,3.500
face_100,222.474,3.295
q1_100,226.526,3.500
face_025,232.487,1.808
q1_025,234.821,3.500
prompt,242.090,5.000
face_050,247.090,3.090
q0_050,251.038,3.500
face_000,256.782,2.833
q0_000,260.397,3.500
face_025,272.026,1.500
q0_025,274.077,3.500
face_100,278.949,2.628
q0_100,282.641,3.500
face_075,295.141,1.705
q0_075,298.192,3.500
prompt,307.205,5.000
face_050,312.205,2.064
q1_050,314.949,3.500
face_075,322.000,2.679
q1_075,325.333,3.500
face_100,331.949,1.859
q1_100,334.795,3.500
face_000,341.192,2.269
q1_000,344.859,3.500
face_025,355.179,1.551
q1_025,358.179,3.500
prompt,367.628,5.000
face_050,372.628,2.577
q0_050,376.526,3.500
face_025,387.718,2.218
q0_025,390.436,3.500
face_000,402.500,3.192
q0_000,406.936,3.500
face_100,415.295,1.756
q0_100,418.167,3.500
face_075,429.141,2.167
q0_075,432.346,3.500
prompt,437.872,5.000
face_000,442.872,1.654
q0_000,445.103,3.500
face_100,452.808,2.987
q0_100,457.013,3.500
face_050,465.808,2.474
q0_050,469.756,3.500
face_025,481.167,3.500
q0_025,486.090,3.500
face_075,493.577,2.321
q0_075,496.833,3.500
prompt,507.372,5.000
face_050,512.372,2.372
q1_050,515.936,3.500
face_025,524.077,3.244
q1_025,528.333,3.500
face_100,532.987,1.603
q1_100,535.885,3.500
face_000,545.115,3.449
q1_000,549.372,3.500
face_075,556.205,2.782
q1_075,559.692,3.500
