event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_050,60.000,1.859
q0_050,62.513,3.500
face_025,73.487,2.885
q0_025,76.949,3.500
face_000,83.564,1.910
q0_000,85.974,3.500
face_100,94.333,2.269
q0_100,97.308,3.500
face_075,106.974,2.115
q0_075,109.872,3.500
prompt,115.833,5.000
face_050,120.833,2.782
q1_050,124.833,3.500
face_075,132.974,2.987
q1_075,137.308,3.500
face_100,147.410,2.218
q1_100,150.538,3.500
face_025,162.385,2.936
q1_025,165.872,3.500
face_000,176.410,1.603
q1_000,179.410,3.500
prompt,185.590,5.000
face_100,190.590,2.474
q0_100,193.872,3.500
face_000,205.500,1.756
q0_000,208.449,3.500
face_075,216.154,3.038
q0_075,220.436,3.500
face_050,229.449,3.397
q0_050,234.013,3.500
face_025,246.513,1.654
q0_025,249.231,3.500
prompt,257.154,5.000
face_050,262.154,3.295
q1_050,266.821,3.500
face_000,273.218,2.013
q1_000,276.551,3.500
face_075,283.821,2.833
q1_075,287.949,3.500
face_100,294.782,1.551
q1_100,297.423,3.500
face_025,304.910,2.731
q1_025,308.910,3.500
prompt,314.218,5.000
face_000,319.218,3.500
q0_000,323.756,3.500
face_100,330.808,2.167
q0_100,333.654,3.500
face_050,339.397,1.500
q0_050,342.397,3.500
face_025,347.923,1.808
q0_025,350.615,3.500
face_075,362.679,1.962
q0_075,365.244,3.500
prompt,370.333,5.000
face_000,375.333,2.577
q1_000,378.769,3.500
face_025,389.090,2.372
q1_025,392.423,3.500
face_050,401.000,2.321
q1_050,404.744,3.500
face_100,415.500,3.244
q1_100,420.192,3.500
face_075,432.474,2.628
q1_075,436.218,3.500
prompt,445.013,5.000
face_100,450.013,1.705
q0_100,452.654,3.500
face_025,457.090,2.526
q0_025,460.346,3.500
face_075,469.795,3.449
q0_075,474.385,3.500
face_050,479.256,3.090
q0_050,483.103,3.500
face_000,487.756,3.192
q0_000,491.474,3.500
prompt,502.885,5.000
face_100,507.885,3.346
q1_100,512.244,3.500
face_050,523.436,2.064
q1_050,526.487,3.500
face_025,530.487,3.141
q1_025,535.103,3.500
face_075,539.321,2.423
q1_075,542.577,3.500
face_000,552.462,2.679
q1_000,555.769,3.500
