event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_100,60.000,3.192
q0_100,63.718,3.500
face_075,76.000,2.474
q0_075,79.026,3.500
face_000,83.026,2.013
q0_000,85.744,3.500
face_025,91.487,1.859
q0_025,94.538,3.500
face_050,99.846,3.295
q0_050,103.872,3.500
prompt,113.321,5.000
face_000,118.321,1.551
q1_000,121.321,3.500
face_025,125.974,2.936
q1_025,130.385,3.500
face_075,140.705,2.423
q1_075,144.013,3.500
face_100,156.077,1.705
q1_100,159.077,3.500
face_050,166.346,2.987
q1_050,169.833,3.500
prompt,176.013,5.000
face_000,181.013,2.679
q1_000,184.833,3.500
face_075,195.372,1.500
q1_075,198.141,3.500
face_050,203.667,3.090
q1_050,207.513,3.500
face_025,217.615,3.244
q1_025,222.103,3.500
face_100,233.077,2.269
q1_100,236.718,3.500
prompt,241.154,5.000
face_100,246.154,1.808
q0_100,249.000,3.500
face_075,258.885,1.756
q0_075,261.218,3.500
face_000,265.436,2.218
q0_000,268.308,3.500
face_050,274.269,2.372
q0_050,277.577,3.500
face_025,285.936,1.962
q0_025,289.115,3.500
prompt,297.692,5.000
face_075,302.692,3.449
q0_075,307.205,3.500
face_025,319.051,2.885
q0_025,322.923,3.500
face_050,327.795,3.500
q0_050,331.974,3.500
face_000,340.987,2.577
q0_000,344.962,3.500
face_100,353.103,2.526
q0_100,356.641,3.500
prompt,368.269,5.000
face_100,373.269,3.038
q1_100,377.474,3.500
face_000,384.090,3.141
q1_000,388.192,3.500
face_075,394.590,2.115
q1_075,398.128,3.500
face_050,405.833,1.654
q1_050,408.269,3.500
face_025,417.064,2.167
q1_025,420.064,3.500
prompt,430.821,5.000
face_050,435.821,2.833
q0_050,439.564,3.500
face_075,450.974,1.603
q0_075,453.205,3.500
face_025,465.705,1.910
q0_025,468.423,3.500
face_100,479.615,3.397
q0_100,484.103,3.500
face_000,489.192,3.346
q0_000,493.654,3.500
prompt,501.577,5.000
face_050,506.577,2.064
q1_050,509.500,3.500
face_000,516.333,2.321
q1_000,520.000,3.500
face_100,527.051,2.731
q1_100,531.282,3.500
face_025,540.513,2.628
q1_025,544.462,3.500
face_075,554.128,2.782
q1_075,557.513,3.500
