event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_050,60.000,2.064
q1_050,63.462,3.500
face_025,69.859,2.936
q1_025,73.423,3.500
face_100,81.782,2.885
q1_100,86.141,3.500
face_075,94.282,2.987
q1_075,98.205,3.500
face_000,106.782,3.346
q1_000,110.628,3.500
prompt,122.474,5.000
face_025,127.474,2.321
q0_025,130.962,3.500
face_075,136.051,2.218
q0_075,139.462,3.500
face_100,145.205,1.859
q0_100,148.051,3.500
face_050,159.026,2.372
q0_050,162.538,3.500
face_000,170.026,2.731
q0_000,174.026,3.500
prompt,184.346,5.000
face_075,189.346,3.244
q0_075,193.808,3.500
face_025,205.436,3.500
q0_025,209.718,3.500
face_100,217.641,2.526
q0_100,220.744,3.500
face_000,229.756,2.115
q0_000,232.474,3.500
face_050,238.000,1.500
q0_050,240.051,3.500
prompt,244.487,5.000
face_050,249.487,2.474
q1_050,253.077,3.500
face_025,258.385,3.192
q1_025,262.538,3.500
face_000,269.372,2.013
q1_000,272.141,3.500
face_100,278.756,1.654
q1_100,281.500,3.500
face_075,292.910,2.782
q1_075,297.013,3.500
prompt,306.462,5.000
face_100,311.462,2.423
q0_100,314.949,3.500
face_000,322.000,3.397
q0_000,326.128,3.500
face_025,330.782,3.038
q0_025,334.731,3.500
face_075,340.692,1.756
q0_075,343.154,3.500
face_050,350.859,3.449
q0_050,355.731,3.500
prompt,366.923,5.000
face_050,371.923,2.577
q1_050,375.513,3.500
face_075,384.744,2.679
q1_075,387.949,3.500
face_000,392.821,2.833
q1_000,396.513,3.500
face_025,406.397,1.808
q1_025,409.551,3.500
face_100,420.308,1.705
q1_100,423.256,3.500
prompt,432.923,5.000
face_025,437.923,1.603
q1_025,440.333,3.500
face_050,444.333,2.269
q1_050,447.897,3.500
face_075,458.000,3.141
q1_075,462.179,3.500
face_100,474.244,1.551
q1_100,476.449,3.500
face_000,483.718,1.910
q1_000,487.000,3.500
prompt,499.500,5.000
face_100,504.500,2.628
q0_100,508.577,3.500
face_000,514.756,3.295
q0_000,518.885,3.500
face_050,531.167,3.090
q0_050,535.756,3.500
face_075,539.974,2.167
q0_075,543.026,3.500
face_025,551.821,1.962
q0_025,554.462,3.500
