event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_025,60.000,3.397
q0_025,64.538,3.500
face_075,73.551,2.218
q0_075,76.885,3.500
face_000,84.154,2.064
q0_000,86.872,3.500
face_100,94.359,3.346
q0_100,99.205,3.500
face_050,111.705,3.038
q0_050,115.269,3.500
prompt,124.064,5.000
face_025,129.064,3.295
q1_025,133.167,3.500
face_050,142.833,2.628
q1_050,146.910,3.500
face_100,157.231,2.372
q1_100,160.282,3.500
face_000,167.333,2.423
q1_000,170.590,3.500
face_075,181.564,1.603
q1_075,184.487,3.500
prompt,189.577,5.000
face_100,194.577,2.013
q1_100,197.141,3.500
face_075,202.667,2.526
q1_075,205.974,3.500
face_050,215.205,1.705
q1_050,218.077,3.500
face_025,226.436,3.090
q1_025,230.872,3.500
face_000,236.833,1.756
q1_000,239.628,3.500
prompt,243.628,5.000
face_000,248.628,2.474
q0_000,252.346,3.500
face_050,264.192,2.987
q0_050,267.756,3.500
face_025,273.064,1.859
q0_025,276.115,3.500
face_075,283.821,3.244
q0_075,288.333,3.500
face_100,299.962,2.782
q0_100,304.115,3.500
prompt,312.038,5.000
face_075,317.038,2.167
q1_075,320.295,3.500
face_025,326.038,1.551
q1_025,329.013,3.500
face_050,335.192,2.321
q1_050,338.244,3.500
face_000,344.859,2.577
q1_000,348.321,3.500
face_100,357.769,2.269
q1_100,361.103,3.500
prompt,367.500,5.000
face_075,372.500,3.141
q0_075,377.115,3.500
face_000,387.218,2.885
q0_000,390.808,3.500
face_025,395.026,1.910
q0_025,397.949,3.500
face_050,406.090,2.731
q0_050,409.449,3.500
face_100,418.026,1.654
q0_100,420.641,3.500
prompt,432.923,5.000
face_025,437.923,3.500
q0_025,442.641,3.500
face_075,454.705,2.679
q0_075,458.295,3.500
face_000,469.051,3.449
q0_000,473.359,3.500
face_050,484.769,1.962
q0_050,487.231,3.500
face_100,497.115,1.808
q0_100,499.679,3.500
prompt,504.333,5.000
face_025,509.333,2.833
q1_025,513.103,3.500
face_100,517.974,1.500
q1_100,520.077,3.500
face_075,530.615,2.115
q1_075,534.026,3.500
face_000,540.859,3.192
q1_000,545.449,3.500
face_050,556.641,2.936
q1_050,560.564,3.500
