event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_000,60.000,2.372
q0_000,63.718,3.500
face_075,67.718,2.064
q0_075,71.077,3.500
face_050,80.526,2.013
q0_050,83.295,3.500
face_100,92.962,1.910
q0_100,95.808,3.500
face_025,103.295,1.500
q0_025,105.885,3.500
prompt,117.077,5.000
face_050,122.077,2.987
q1_050,126.282,3.500
face_100,133.551,2.936
q1_100,137.679,3.500
face_075,148.654,2.679
q1_075,152.756,3.500
face_025,161.333,1.654
q1_025,164.359,3.500
face_000,173.590,2.833
q1_000,177.308,3.500
prompt,183.269,5.000
face_050,188.269,3.038
q1_050,192.551,3.500
face_000,201.564,1.756
q1_000,204.487,3.500
face_100,210.885,1.551
q1_100,213.756,3.500
face_025,218.192,2.577
q1_025,221.269,3.500
face_075,232.026,2.526
q1_075,235.359,3.500
prompt,243.500,5.000
face_075,248.500,3.295
q0_075,252.808,3.500
face_100,259.859,2.269
q0_100,262.808,3.500
face_025,267.462,2.731
q0_025,270.897,3.500
face_050,279.256,3.090
q0_050,283.179,3.500
face_000,288.051,2.167
q0_000,291.692,3.500
prompt,295.910,5.000
face_050,300.910,3.346
q0_050,305.244,3.500
face_075,314.038,3.449
q0_075,318.115,3.500
face_000,330.397,3.244
q0_000,334.218,3.500
face_025,344.321,1.808
q0_025,347.526,3.500
face_100,360.026,2.115
q0_100,363.410,3.500
prompt,371.333,5.000
face_100,376.333,2.321
q1_100,379.256,3.500
face_025,384.346,1.705
q1_025,386.910,3.500
face_050,396.795,3.192
q1_050,400.641,3.500
face_075,410.962,2.885
q1_075,414.962,3.500
face_000,420.487,2.474
q1_000,423.744,3.500
prompt,435.154,5.000
face_050,440.154,1.962
q1_050,443.179,3.500
face_075,449.795,3.500
q1_075,454.795,3.500
face_100,466.641,2.423
q1_100,470.205,3.500
face_025,482.269,2.782
q1_025,485.782,3.500
face_000,493.487,1.603
q1_000,496.538,3.500
prompt,503.372,5.000
face_100,508.372,3.397
q0_100,512.679,3.500
face_025,518.423,2.628
q0_025,522.090,3.500
face_075,528.269,1.859
q0_075,530.654,3.500
face_050,535.962,2.218
q0_050,539.141,3.500
face_000,550.769,3.141
q0_000,554.462,3.500
