event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_075,60.000,3.295
q1_075,64.462,3.500
face_025,73.474,2.115
q1_025,76.731,3.500
face_000,84.218,2.987
q1_000,88.244,3.500
face_050,94.859,3.141
q1_050,98.705,3.500
face_100,110.551,2.577
q1_100,113.628,3.500
prompt,125.692,5.000
face_100,130.692,2.731
q0_100,134.436,3.500
face_075,143.885,3.192
q0_075,147.859,3.500
face_050,152.077,3.449
q0_050,156.179,3.500
face_025,168.679,1.859
q0_025,171.526,3.500
face_000,183.808,2.526
q0_000,187.141,3.500
prompt,191.577,5.000
face_050,196.577,2.218
q0_050,200.218,3.500
face_100,211.846,2.372
q0_100,214.821,3.500
face_025,223.615,3.346
q0_025,227.718,3.500
face_075,231.718,2.885
q0_075,235.949,3.500
face_000,241.910,1.962
q0_000,244.962,3.500
prompt,253.321,5.000
face_025,258.321,2.474
q1_025,261.679,3.500
face_075,268.513,2.167
q1_075,271.641,3.500
face_100,280.872,2.269
q1_100,284.462,3.500
face_000,289.551,1.654
q1_000,292.038,3.500
face_050,299.090,3.244
q1_050,303.013,3.500
prompt,310.936,5.000
face_025,315.936,2.679
q1_025,319.474,3.500
face_075,325.000,1.603
q1_075,328.103,3.500
face_000,334.282,1.500
q1_000,337.154,3.500
face_100,347.038,2.321
q1_100,350.654,3.500
face_050,359.231,2.064
q1_050,362.744,3.500
prompt,367.615,5.000
face_075,372.615,2.936
q0_075,377.026,3.500
face_025,382.333,1.756
q0_025,385.487,3.500
face_050,392.756,2.833
q0_050,396.654,3.500
face_100,403.051,2.628
q0_100,406.923,3.500
face_000,417.462,3.038
q0_000,421.128,3.500
prompt,431.231,5.000
face_100,436.231,2.423
q1_100,439.846,3.500
face_000,450.821,1.705
q1_000,453.051,3.500
face_025,462.718,1.910
q1_025,465.897,3.500
face_050,473.603,3.500
q1_050,477.679,3.500
face_075,488.872,1.808
q1_075,491.590,3.500
prompt,496.244,5.000
face_075,501.244,2.782
q0_075,505.244,3.500
face_050,510.987,3.090
q0_050,514.808,3.500
face_000,522.949,1.551
q0_000,525.051,3.500
face_025,536.462,2.013
q0_025,539.410,3.500
face_100,549.731,3.397
q0_100,554.244,3.500
