event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_000,60.000,1.603
q1_000,62.385,3.500
face_100,74.449,3.449
q1_100,78.987,3.500
face_025,83.859,1.551
q1_025,86.141,3.500
face_075,90.577,2.885
q1_075,94.577,3.500
face_050,104.026,3.295
q1_050,107.821,3.500
prompt,117.705,5.000
face_075,122.705,3.192
q0_075,127.038,3.500
face_050,138.667,2.526
q0_050,141.769,3.500
face_000,147.077,1.705
q0_000,150.256,3.500
face_100,161.449,2.115
q0_100,164.962,3.500
face_025,175.282,2.372
q0_025,178.179,3.500
prompt,188.282,5.000
face_100,193.282,2.474
q0_100,196.359,3.500
face_050,204.718,2.321
q0_050,207.795,3.500
face_000,214.846,3.141
q0_000,218.846,3.500
face_025,224.590,1.859
q0_025,227.821,3.500
face_075,234.218,1.910
q0_075,237.346,3.500
prompt,248.756,5.000
face_075,253.756,2.577
q1_075,257.782,3.500
face_100,270.282,3.090
q1_100,274.256,3.500
face_000,283.923,2.013
q1_000,286.949,3.500
face_050,296.179,3.397
q1_050,300.564,3.500
face_025,311.538,2.731
q1_025,315.590,3.500
prompt,327.872,5.000
face_075,332.872,2.679
q1_075,336.821,3.500
face_100,344.962,2.936
q1_100,349.321,3.500
face_025,360.077,2.218
q1_025,362.923,3.500
face_050,371.500,1.962
q1_050,374.295,3.500
face_000,381.782,3.346
q1_000,386.423,3.500
prompt,391.513,5.000
face_000,396.513,2.782
q0_000,400.000,3.500
face_025,406.833,1.756
q0_025,409.397,3.500
face_075,414.051,3.500
q0_075,418.205,3.500
face_100,430.051,1.654
q0_100,432.385,3.500
face_050,438.564,2.987
q0_050,442.897,3.500
prompt,450.167,5.000
face_025,455.167,1.500
q1_025,457.628,3.500
face_000,466.641,2.167
q1_000,469.974,3.500
face_075,477.897,2.833
q1_075,481.769,3.500
face_050,488.385,1.808
q1_050,491.692,3.500
face_100,502.231,3.244
q1_100,506.667,3.500
prompt,514.372,5.000
face_075,519.372,2.423
q0_075,522.705,3.500
face_050,531.500,2.628
q0_050,535.192,3.500
face_025,539.410,3.038
q0_025,543.692,3.500
face_100,547.692,2.269
q0_100,550.897,3.500
face_000,556.859,2.064
q0_000,559.474,3.500
