event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_075,60.000,3.295
q1_075,64.282,3.500
face_025,72.641,1.654
q1_025,74.795,3.500
face_050,80.974,2.423
q1_050,84.282,3.500
face_000,90.679,3.397
q1_000,94.679,3.500
face_100,102.603,3.192
q1_100,106.423,3.500
prompt,117.615,5.000
face_075,122.615,3.449
q0_075,127.436,3.500
face_025,136.231,2.987
q0_025,140.000,3.500
face_050,145.962,2.474
q0_050,149.833,3.500
face_000,160.372,2.885
q0_000,164.397,3.500
face_100,169.051,2.167
q0_100,172.718,3.500
prompt,184.782,5.000
face_075,189.782,3.090
q1_075,194.218,3.500
face_100,199.744,1.705
q1_100,202.410,3.500
face_000,209.679,2.577
q1_000,213.192,3.500
face_025,225.692,2.269
q1_025,229.231,3.500
face_050,236.064,3.346
q1_050,240.603,3.500
prompt,245.038,5.000
face_075,250.038,2.372
q0_075,253.859,3.500
face_025,263.526,1.756
q0_025,266.115,3.500
face_050,278.397,3.244
q0_050,282.321,3.500
face_000,293.295,2.936
q0_000,297.141,3.500
face_100,305.718,2.628
q0_100,309.000,3.500
prompt,313.000,5.000
face_050,318.000,1.603
q0_050,320.718,3.500
face_025,329.949,2.526
q0_025,333.282,3.500
face_000,343.167,1.551
q0_000,346.013,3.500
face_075,355.026,2.833
q0_075,359.077,3.500
face_100,370.705,1.962
q0_100,373.218,3.500
prompt,380.923,5.000
face_050,385.923,2.115
q1_050,389.513,3.500
face_075,397.654,2.013
q1_075,400.372,3.500
face_025,405.462,1.910
q1_025,408.128,3.500
face_100,419.538,3.141
q1_100,423.718,3.500
face_000,433.821,2.218
q1_000,436.564,3.500
prompt,447.321,5.000
face_025,452.321,3.500
q1_025,457.064,3.500
face_000,461.282,1.500
q1_000,463.949,3.500
face_100,475.795,2.731
q1_100,479.385,3.500
face_050,486.436,1.808
q1_050,488.974,3.500
face_075,498.423,2.679
q1_075,502.167,3.500
prompt,507.910,5.000
face_000,512.910,2.064
q0_000,515.551,3.500
face_100,522.167,2.321
q0_100,525.500,3.500
face_025,535.821,2.782
q0_025,539.692,3.500
face_050,545.000,1.859
q0_050,548.179,3.500
face_075,555.667,3.038
q0_075,560.128,3.500
