event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_100,60.000,2.628
q1_100,63.821,3.500
face_000,68.474,3.397
q1_000,73.295,3.500
face_025,79.256,2.167
q1_025,82.769,3.500
face_050,94.179,1.551
q1_050,96.615,3.500
face_075,109.115,1.962
q1_075,112.115,3.500
prompt,122.218,5.000
face_050,127.218,2.474
q0_050,131.141,3.500
face_075,140.154,2.064
q0_075,143.154,3.500
face_100,148.462,3.141
q0_100,152.128,3.500
face_025,158.308,1.910
q0_025,161.282,3.500
face_000,173.346,2.731
q0_000,177.218,3.500
prompt,185.577,5.000
face_100,190.577,3.038
q0_100,194.192,3.500
face_000,198.410,3.244
q0_000,203.154,3.500
face_075,213.910,2.577
q0_075,217.474,3.500
face_025,225.397,3.192
q0_025,229.551,3.500
face_050,233.987,3.090
q0_050,237.833,3.500
prompt,249.026,5.000
face_050,254.026,2.987
q1_050,258.333,3.500
face_000,265.385,1.603
q1_000,267.692,3.500
face_100,277.359,2.833
q1_100,280.872,3.500
face_025,293.154,2.936
q1_025,296.692,3.500
face_075,304.179,2.423
q1_075,307.256,3.500
prompt,317.141,5.000
face_000,322.141,3.346
q1_000,326.962,3.500
face_025,336.410,2.013
q1_025,339.821,3.500
face_100,346.218,2.321
q1_100,349.397,3.500
face_050,358.192,3.295
q1_050,362.500,3.500
face_075,368.244,2.372
q1_075,371.449,3.500
prompt,383.077,5.000
face_050,388.077,2.885
q0_050,392.128,3.500
face_000,400.269,1.808
q0_000,402.987,3.500
face_075,406.987,2.782
q0_075,411.013,3.500
face_025,420.244,2.679
q0_025,423.731,3.500
face_100,435.577,2.269
q0_100,439.115,3.500
prompt,444.205,5.000
face_100,449.205,1.859
q1_100,452.282,3.500
face_075,459.115,1.705
q1_075,462.192,3.500
face_000,467.064,2.218
q1_000,470.577,3.500
face_025,480.897,1.654
q1_025,483.282,3.500
face_050,490.551,3.500
q1_050,494.679,3.500
prompt,501.295,5.000
face_025,506.295,1.500
q0_025,508.910,3.500
face_000,519.885,2.526
q0_000,522.962,3.500
face_100,530.667,1.756
q0_100,533.513,3.500
face_050,542.090,3.449
q0_050,546.038,3.500
face_075,556.577,2.115
q0_075,559.474,3.500
