event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_025,60.000,2.782
q1_025,63.385,3.500
face_050,69.346,1.705
q1_050,72.551,3.500
face_075,81.128,1.603
q1_075,84.103,3.500
face_000,95.295,1.808
q1_000,98.372,3.500
face_100,103.897,3.090
q1_100,108.051,3.500
prompt,114.667,5.000
face_000,119.667,2.526
q0_000,123.667,3.500
face_050,129.846,3.244
q0_050,134.436,3.500
face_025,142.359,1.551
q0_025,144.538,3.500
face_075,149.410,2.833
q0_075,152.769,3.500
face_100,163.526,1.962
q0_100,166.141,3.500
prompt,170.795,5.000
face_050,175.795,3.346
q0_050,179.923,3.500
face_075,185.667,1.910
q0_075,188.513,3.500
face_100,200.359,2.167
q0_100,203.564,3.500
face_000,212.577,2.321
q0_000,215.885,3.500
face_025,225.115,2.115
q0_025,228.244,3.500
prompt,240.526,5.000
face_100,245.526,2.269
q1_100,248.526,3.500
face_025,257.321,1.654
q1_025,260.167,3.500
face_000,267.436,3.500
q1_000,271.615,3.500
face_075,276.705,2.372
q1_075,280.397,3.500
face_050,290.718,1.859
q1_050,293.718,3.500
prompt,302.077,5.000
face_000,307.077,2.423
q0_000,310.795,3.500
face_075,318.936,2.679
q0_075,322.192,3.500
face_050,329.679,3.141
q0_050,333.577,3.500
face_025,338.013,3.038
q0_025,342.474,3.500
face_100,348.872,2.936
q0_100,352.641,3.500
prompt,359.692,5.000
face_075,364.692,2.577
q1_075,368.128,3.500
face_000,378.013,2.731
q1_000,381.962,3.500
face_025,391.410,2.885
q1_025,395.462,3.500
face_050,403.167,3.397
q1_050,407.962,3.500
face_100,420.462,2.474
q1_100,424.385,3.500
prompt,431.218,5.000
face_100,436.218,2.987
q0_100,440.449,3.500
face_075,451.423,3.192
q0_075,455.731,3.500
face_025,461.038,2.013
q0_025,463.551,3.500
face_000,467.769,2.218
q0_000,470.872,3.500
face_050,482.500,1.756
q0_050,485.167,3.500
prompt,496.577,5.000
face_000,501.577,1.500
q1_000,504.038,3.500
face_100,516.103,3.295
q1_100,520.487,3.500
face_025,530.590,3.449
q1_025,534.744,3.500
face_075,545.282,2.064
q1_075,548.154,3.500
face_050,552.154,2.628
q1_050,555.333,3.500
