event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_025,60.000,2.218
q1_025,63.000,3.500
face_050,68.090,3.141
q1_050,71.731,3.500
face_100,82.269,3.500
q1_100,86.526,3.500
face_000,95.756,1.500
q1_000,97.782,3.500
face_075,110.282,1.603
q1_075,113.051,3.500
prompt,119.449,5.000
face_100,124.449,2.423
q0_100,127.962,3.500
face_025,134.577,1.859
q0_025,137.167,3.500
face_000,146.615,3.449
q0_000,150.692,3.500
face_050,156.654,2.577
q0_050,160.372,3.500
face_075,168.949,2.936
q0_075,172.744,3.500
prompt,183.064,5.000
face_025,188.064,1.654
q0_025,191.013,3.500
face_000,202.423,2.013
q0_000,205.244,3.500
face_050,216.000,1.910
q0_050,219.410,3.500
face_075,226.244,2.064
q0_075,229.551,3.500
face_100,241.397,2.167
q0_100,244.244,3.500
prompt,254.128,5.000
face_075,259.128,2.526
q1_075,262.256,3.500
face_025,271.269,1.756
q1_025,274.218,3.500
face_050,282.359,3.192
q1_050,286.974,3.500
face_000,294.244,2.782
q1_000,297.987,3.500
face_100,306.782,2.833
q1_100,310.962,3.500
prompt,315.179,5.000
face_050,320.179,2.731
q1_050,323.462,3.500
face_075,333.128,1.705
q1_075,335.769,3.500
face_100,343.474,2.115
q1_100,347.038,3.500
face_000,351.692,1.808
q1_000,354.077,3.500
face_025,362.436,2.372
q1_025,365.462,3.500
prompt,373.385,5.000
face_000,378.385,3.090
q0_000,382.179,3.500
face_075,387.051,2.269
q0_075,390.436,3.500
face_100,397.487,3.397
q0_100,401.923,3.500
face_025,406.359,2.987
q0_025,410.744,3.500
face_050,416.923,2.679
q0_050,420.590,3.500
prompt,432.872,5.000
face_000,437.872,2.885
q1_000,441.974,3.500
face_025,449.462,3.346
q1_025,454.282,3.500
face_075,459.590,3.295
q1_075,464.205,3.500
face_100,475.833,3.244
q1_100,480.449,3.500
face_050,491.641,2.628
q1_050,495.103,3.500
prompt,500.628,5.000
face_025,505.628,2.321
q0_025,508.962,3.500
face_075,519.936,2.474
q0_075,523.295,3.500
face_050,533.397,1.962
q0_050,536.269,3.500
face_100,540.269,3.038
q0_100,544.372,3.500
face_000,550.115,1.551
q0_000,552.936,3.500
