event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_025,60.000,2.782
q0_025,63.564,3.500
face_050,72.359,1.756
q0_050,75.590,3.500
face_075,85.256,3.295
q0_075,89.538,3.500
face_000,100.949,2.936
q0_000,104.692,3.500
face_100,114.141,2.321
q0_100,117.167,3.500
prompt,121.385,5.000
face_000,126.385,1.910
q1_000,129.795,3.500
face_075,139.679,3.500
q1_075,144.090,3.500
face_025,152.013,2.372
q1_025,155.038,3.500
face_100,159.692,2.987
q1_100,163.949,3.500
face_050,169.474,3.397
q1_050,174.295,3.500
prompt,179.603,5.000
face_100,184.603,1.654
q1_100,187.090,3.500
face_050,191.526,1.859
q1_050,194.346,3.500
face_000,203.577,2.679
q1_000,206.808,3.500
face_025,212.769,2.526
q1_025,216.590,3.500
face_075,226.910,3.141
q1_075,230.910,3.500
prompt,235.782,5.000
face_025,240.782,2.577
q0_025,244.397,3.500
face_050,256.244,2.833
q0_050,260.218,3.500
face_000,271.192,2.115
q0_000,274.372,3.500
face_100,281.859,2.885
q0_100,285.474,3.500
face_075,297.756,2.423
q0_075,300.782,3.500
prompt,309.795,5.000
face_050,314.795,2.269
q1_050,318.513,3.500
face_000,325.128,2.064
q1_000,328.282,3.500
face_025,338.821,1.962
q1_025,342.026,3.500
face_075,347.115,2.731
q1_075,350.731,3.500
face_100,363.231,3.244
q1_100,367.231,3.500
prompt,378.423,5.000
face_075,383.423,3.449
q0_075,387.500,3.500
face_000,396.077,3.346
q0_000,400.795,3.500
face_100,407.628,2.013
q0_100,410.321,3.500
face_025,417.372,1.808
q0_025,420.372,3.500
face_050,432.000,1.551
q0_050,434.872,3.500
prompt,443.231,5.000
face_050,448.231,2.218
q1_050,451.026,3.500
face_000,456.769,1.603
q1_000,459.538,3.500
face_075,465.936,3.038
q1_075,470.090,3.500
face_025,482.154,2.628
q1_025,485.718,3.500
face_100,489.718,3.090
q1_100,494.205,3.500
prompt,504.308,5.000
face_050,509.308,1.705
q0_050,512.231,3.500
face_075,519.936,2.474
q0_075,522.936,3.500
face_100,530.205,3.192
q0_100,534.744,3.500
face_000,542.885,2.167
q0_000,546.064,3.500
face_025,556.821,1.500
q0_025,558.821,3.500
