event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_100,60.000,2.423
q0_100,62.949,3.500
face_025,68.038,3.500
q0_025,72.244,3.500
face_000,79.513,1.756
q0_000,81.821,3.500
face_075,86.038,2.679
q0_075,89.679,3.500
face_050,102.179,2.064
q0_050,105.282,3.500
prompt,115.603,5.000
face_025,120.603,2.526
q1_025,123.705,3.500
face_075,130.538,3.192
q1_075,134.385,3.500
face_000,140.782,3.295
q1_000,144.987,3.500
face_100,150.949,2.321
q1_100,154.154,3.500
face_050,163.385,2.013
q1_050,166.513,3.500
prompt,175.308,5.000
face_000,180.308,2.474
q0_000,184.205,3.500
face_075,191.910,1.962
q0_075,195.167,3.500
face_100,202.654,3.090
q0_100,206.551,3.500
face_025,210.551,1.500
q0_025,213.192,3.500
face_050,221.333,2.936
q0_050,225.205,3.500
prompt,235.090,5.000
face_025,240.090,1.551
q1_025,242.372,3.500
face_075,247.679,2.218
q1_075,251.295,3.500
face_000,263.359,3.449
q1_000,267.641,3.500
face_050,276.654,2.577
q1_050,279.987,3.500
face_100,290.962,3.346
q1_100,294.987,3.500
prompt,306.833,5.000
face_100,311.833,2.372
q1_100,315.269,3.500
face_025,327.551,2.885
q1_025,331.885,3.500
face_075,339.808,3.141
q1_075,343.551,3.500
face_000,353.218,1.910
q1_000,355.987,3.500
face_050,366.526,2.833
q1_050,370.372,3.500
prompt,378.731,5.000
face_050,383.731,3.397
q0_050,388.603,3.500
face_000,400.013,2.628
q0_000,403.859,3.500
face_100,410.038,1.859
q0_100,413.141,3.500
face_075,424.769,3.038
q0_075,428.308,3.500
face_025,436.885,2.731
q0_025,440.962,3.500
prompt,445.615,5.000
face_100,450.615,2.167
q0_100,453.974,3.500
face_000,464.731,2.115
q0_000,468.218,3.500
face_025,472.654,1.654
q0_025,474.936,3.500
face_075,480.462,2.987
q0_075,484.718,3.500
face_050,491.769,1.603
q0_050,494.359,3.500
prompt,500.974,5.000
face_075,505.974,2.782
q1_075,510.077,3.500
face_025,519.526,1.808
q1_025,522.833,3.500
face_000,534.026,2.269
q1_000,537.077,3.500
face_100,542.821,3.244
q1_100,547.154,3.500
face_050,557.256,1.705
q1_050,560.128,3.500
