event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_075,60.000,2.577
q1_075,63.154,3.500
face_025,70.859,2.474
q1_025,74.654,3.500
face_050,82.577,3.500
q1_050,87.321,3.500
face_100,99.603,3.346
q1_100,104.218,3.500
face_000,111.051,2.936
q1_000,115.103,3.500
prompt,120.846,5.000
face_075,125.846,3.244
q0_075,130.513,3.500
face_025,135.603,2.628
q0_025,138.859,3.500
face_000,149.615,1.500
q0_000,151.974,3.500
face_100,161.423,2.731
q0_100,165.141,3.500
face_050,176.987,1.808
q0_050,180.090,3.500
prompt,190.192,5.000
face_025,195.192,2.679
q0_025,198.526,3.500
face_075,204.487,2.987
q0_075,208.308,3.500
face_000,214.487,3.141
q0_000,218.538,3.500
face_050,229.513,1.756
q0_050,232.769,3.500
face_100,237.423,1.705
q0_100,239.808,3.500
prompt,243.808,5.000
face_000,248.808,3.397
q1_000,253.577,3.500
face_075,262.808,2.064
q1_075,265.628,3.500
face_025,274.205,1.654
q1_025,277.333,3.500
face_100,286.346,3.192
q1_100,290.141,3.500
face_050,297.192,1.859
q1_050,300.013,3.500
prompt,304.449,5.000
face_100,309.449,2.321
q1_100,312.500,3.500
face_000,323.910,2.218
q1_000,327.295,3.500
face_050,333.910,1.910
q1_050,336.628,3.500
face_025,341.936,3.295
q1_025,345.782,3.500
face_075,357.410,2.885
q1_075,361.385,3.500
prompt,370.179,5.000
face_025,375.179,2.167
q0_025,378.051,3.500
face_075,388.372,2.782
q0_075,391.936,3.500
face_000,399.205,1.603
q0_000,402.205,3.500
face_100,407.077,3.090
q0_100,411.385,3.500
face_050,423.449,2.423
q0_050,426.756,3.500
prompt,435.115,5.000
face_075,440.115,2.013
q0_075,443.577,3.500
face_050,453.244,1.962
q0_050,456.397,3.500
face_100,462.795,3.449
q0_100,467.590,3.500
face_025,473.115,3.038
q0_025,477.295,3.500
face_000,487.179,2.372
q0_000,490.590,3.500
prompt,498.077,5.000
face_075,503.077,2.833
q1_075,506.974,3.500
face_000,518.167,2.115
q1_000,521.295,3.500
face_100,533.795,2.526
q1_100,536.846,3.500
face_050,547.385,2.269
q1_050,550.590,3.500
face_025,554.808,1.551
q1_025,556.859,3.500
