event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_025,60.000,3.449
q0_025,64.128,3.500
face_000,75.974,2.269
q0_000,79.359,3.500
face_075,85.974,3.295
q0_075,89.974,3.500
face_100,102.256,2.423
q0_100,105.923,3.500
face_050,110.795,2.526
q0_050,114.718,3.500
prompt,121.987,5.000
face_100,126.987,2.731
q1_100,131.013,3.500
face_000,136.756,3.090
q1_000,140.423,3.500
face_075,146.821,2.064
q1_075,150.077,3.500
face_050,161.705,2.013
q1_050,164.705,3.500
face_025,169.795,1.756
q1_025,173.000,3.500
prompt,180.487,5.000
face_000,185.487,1.962
q1_000,188.205,3.500
face_050,194.385,2.782
q1_050,198.051,3.500
face_075,208.808,2.679
q1_075,212.115,3.500
face_025,216.769,1.910
q1_025,219.692,3.500
face_100,230.231,3.038
q1_100,234.769,3.500
prompt,240.295,5.000
face_025,245.295,2.474
q0_025,248.833,3.500
face_075,253.269,3.346
q0_075,257.474,3.500
face_100,266.923,2.115
q0_100,269.590,3.500
face_000,274.897,1.654
q0_000,277.462,3.500
face_050,289.526,2.885
q0_050,292.910,3.500
prompt,296.910,5.000
face_025,301.910,3.141
q0_025,306.218,3.500
face_000,315.013,1.859
q0_000,317.603,3.500
face_100,323.564,3.192
q0_100,328.231,3.500
face_050,336.154,1.705
q0_050,339.000,3.500
face_075,350.192,1.808
q0_075,352.654,3.500
prompt,362.756,5.000
face_000,367.756,3.397
q1_000,371.962,3.500
face_050,382.936,2.936
q1_050,386.397,3.500
face_100,394.756,3.244
q1_100,398.782,3.500
face_025,407.359,2.372
q1_025,411.077,3.500
face_075,418.782,2.833
q1_075,423.038,3.500
prompt,431.179,5.000
face_050,436.179,2.167
q1_050,439.436,3.500
face_025,446.269,1.551
q1_025,449.038,3.500
face_000,453.256,3.500
q1_000,457.359,3.500
face_075,467.026,2.577
q1_075,470.564,3.500
face_100,480.449,2.218
q1_100,483.987,3.500
prompt,494.308,5.000
face_050,499.308,2.987
q0_050,503.333,3.500
face_025,512.346,1.603
q0_025,514.782,3.500
face_100,524.013,1.500
q0_100,526.782,3.500
face_000,533.833,2.321
q0_000,537.526,3.500
face_075,550.026,2.628
q0_075,553.590,3.500
