event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_075,60.000,2.885
q0_075,64.077,3.500
face_100,73.308,1.859
q0_100,75.667,3.500
face_025,80.974,3.192
q0_025,84.949,3.500
face_000,93.962,2.269
q0_000,97.577,3.500
face_050,109.423,2.987
q0_050,113.679,3.500
prompt,120.513,5.000
face_000,125.513,3.295
q1_000,129.949,3.500
face_075,140.487,2.833
q1_075,144.231,3.500
face_050,155.423,1.756
q1_050,158.474,3.500
face_025,162.474,1.551
q1_025,164.705,3.500
face_100,175.462,2.423
q1_100,179.000,3.500
prompt,186.051,5.000
face_025,191.051,2.679
q1_025,194.308,3.500
face_100,204.410,1.705
q1_100,207.564,3.500
face_075,217.449,1.910
q1_075,220.603,3.500
face_000,226.128,1.603
q1_000,228.615,3.500
face_050,237.192,2.936
q1_050,241.192,3.500
prompt,248.462,5.000
face_075,253.462,2.013
q0_075,256.000,3.500
face_100,264.795,1.500
q0_100,267.385,3.500
face_025,275.308,2.372
q0_025,279.077,3.500
face_000,287.218,3.090
q0_000,291.269,3.500
face_050,297.013,3.500
q0_050,301.526,3.500
prompt,312.936,5.000
face_025,317.936,3.244
q1_025,321.833,3.500
face_100,333.462,2.474
q1_100,337.410,3.500
face_050,343.808,2.628
q1_050,347.167,3.500
face_000,351.821,1.654
q1_000,354.333,3.500
face_075,364.654,2.321
q1_075,368.397,3.500
prompt,372.615,5.000
face_075,377.615,2.115
q0_075,380.538,3.500
face_000,388.897,2.577
q0_000,392.026,3.500
face_100,401.692,2.731
q0_100,405.359,3.500
face_025,416.333,3.449
q0_025,420.385,3.500
face_050,426.346,1.962
q0_050,429.141,3.500
prompt,436.846,5.000
face_100,441.846,3.346
q0_100,446.513,3.500
face_075,458.577,2.064
q0_075,461.397,3.500
face_000,467.577,3.141
q0_000,471.885,3.500
face_025,476.321,3.397
q0_025,480.936,3.500
face_050,485.808,2.167
q0_050,488.679,3.500
prompt,496.167,5.000
face_100,501.167,2.782
q1_100,505.449,3.500
face_075,514.897,2.526
q1_075,518.410,3.500
face_050,523.500,2.218
q1_050,526.756,3.500
face_000,539.256,3.038
q1_000,543.667,3.500
face_025,555.949,1.808
q1_025,558.385,3.500
