event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_000,60.000,3.295
q1_000,64.231,3.500
face_100,68.449,3.449
q1_100,73.346,3.500
face_050,85.410,2.269
q1_050,88.949,3.500
face_025,99.705,3.244
q1_025,103.936,3.500
face_075,111.859,1.500
q1_075,114.064,3.500
prompt,119.590,5.000
face_075,124.590,2.167
q0_075,127.718,3.500
face_050,132.590,3.500
q0_050,136.641,3.500
face_100,144.128,2.833
q0_100,147.462,3.500
face_000,156.038,2.372
q0_000,159.833,3.500
face_025,169.064,1.603
q0_025,171.449,3.500
prompt,177.192,5.000
face_075,182.192,1.551
q0_075,184.910,3.500
face_100,195.231,2.782
q0_100,199.231,3.500
face_000,203.885,3.192
q0_000,207.833,3.500
face_025,213.141,2.423
q0_025,216.603,3.500
face_050,225.397,1.962
q0_050,228.705,3.500
prompt,234.667,5.000
face_075,239.667,2.526
q1_075,243.282,3.500
face_050,249.462,1.910
q1_050,252.282,3.500
face_025,263.474,2.679
q1_025,267.295,3.500
face_100,278.269,2.731
q1_100,281.654,3.500
face_000,286.090,2.936
q1_000,289.756,3.500
prompt,300.295,5.000
face_100,305.295,2.577
q1_100,309.064,3.500
face_075,314.154,2.115
q1_075,316.846,3.500
face_025,328.474,1.705
q1_025,331.013,3.500
face_050,343.513,3.038
q1_050,347.846,3.500
face_000,354.679,3.397
q1_000,358.705,3.500
prompt,370.551,5.000
face_000,375.551,3.346
q0_000,380.141,3.500
face_025,392.423,2.013
q0_025,395.038,3.500
face_100,405.141,3.090
q0_100,409.603,3.500
face_050,421.013,1.756
q0_050,423.833,3.500
face_075,430.231,2.885
q0_075,434.615,3.500
prompt,442.756,5.000
face_100,447.756,2.628
q0_100,451.244,3.500
face_025,458.949,1.654
q0_025,461.718,3.500
face_050,471.167,2.064
q0_050,474.551,3.500
face_075,482.910,2.987
q0_075,486.782,3.500
face_000,496.667,2.474
q0_000,499.949,3.500
prompt,503.949,5.000
face_100,508.949,2.218
q1_100,512.564,3.500
face_075,522.231,3.141
q1_075,526.051,3.500
face_025,533.103,2.321
q1_025,535.949,3.500
face_050,542.564,1.808
q1_050,545.385,3.500
face_000,552.654,1.859
q1_000,555.987,3.500
