event_type,onset,duration
prompt,0.000,20.000
prompt,20.000,5.000
prompt,55.000,5.000
face_075,60.000,2.577
q0_075,63.359,3.500
face_025,72.808,1.654
q0_025,75.064,3.500
face_000,87.564,3.141
q0_000,91.795,3.500
face_050,97.103,1.808
q0_050,100.128,3.500
face_100,107.179,3.397
q0_100,111.205,3.500
prompt,119.782,5.000
face_100,124.782,2.679
q1_100,128.808,3.500
face_050,138.474,2.474
q1_050,142.218,3.500
face_075,149.051,2.526
q1_075,152.410,3.500
face_025,164.474,2.885
q1_025,168.808,3.500
face_000,177.821,1.551
q1_000,180.103,3.500
prompt,185.628,5.000
face_100,190.628,3.449
q0_100,195.551,3.500
face_075,204.346,2.731
q0_075,208.218,3.500
face_000,219.846,2.782
q0_000,223.205,3.500
face_050,227.641,3.295
q0_050,231.590,3.500
face_025,238.859,2.987
q0_025,243.038,3.500
prompt,250.526,5.000
face_100,255.526,2.218
q1_100,258.423,3.500
face_000,262.423,2.628
q1_000,266.218,3.500
face_075,276.974,2.115
q1_075,279.641,3.500
face_025,288.872,2.167
q1_025,292.333,3.500
face_050,298.949,2.833
q1_050,302.538,3.500
prompt,308.718,5.000
face_100,313.718,1.603
q1_100,316.692,3.500
face_000,328.103,2.269
q1_000,331.231,3.500
face_025,342.423,2.064
q1_025,344.987,3.500
face_050,355.090,2.372
q1_050,358.397,3.500
face_075,363.269,1.910
q1_075,365.987,3.500
prompt,373.692,5.000
face_000,378.692,3.346
q0_000,383.000,3.500
face_100,390.923,1.756
q0_100,393.692,3.500
face_075,402.051,1.962
q0_075,405.436,3.500
face_050,416.410,2.936
q0_050,420.846,3.500
face_025,428.987,3.090
q0_025,433.474,3.500
prompt,439.218,5.000
face_075,444.218,3.192
q1_075,448.526,3.500
face_050,459.064,2.423
q1_050,462.551,3.500
face_100,472.436,2.321
q1_100,475.641,3.500
face_025,485.962,1.859
q1_025,488.731,3.500
face_000,494.692,3.038
q1_000,498.769,3.500
prompt,503.859,5.000
face_050,508.859,3.244
q0_050,512.808,3.500
face_075,524.654,1.705
q0_075,527.346,3.500
face_100,532.000,3.500
q0_100,536.821,3.500
face_025,541.038,1.500
q0_025,543.782,3.500
face_000,556.064,2.013
q0_000,558.603,3.500
